Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.3600  2.8230    -8.9685 -0.2903
      1  -4.1865  2.8736    -8.9442 -0.2240
      2  -3.9212  2.9291    -8.9021 -0.1689
      3  -3.5726  2.9642    -8.8354 -0.1290
      4  -3.2055  2.9555    -8.7455 -0.1044
      5  -5.2256  2.6703    -9.1025 -0.5895
      6  -5.4668  2.6072    -9.1315 -0.6531
      7  -5.6943  2.5251    -9.1550 -0.7340
      8  -5.8724  2.4437    -9.1712 -0.8234
      9  -4.5603  2.2876    -8.3332 -0.4203
     10  -5.2298  1.7958    -8.3813 -1.8532
     11  -6.0014  1.6979    -8.8060 -2.8380
     12  -6.1111  1.5329    -8.7821 -3.7732
     13  -5.5511  1.3191    -7.6884 -3.5123
     14  -5.9691  1.2247    -8.0400 -4.3291
     15  -6.0185  1.0975    -7.9620 -4.6131
     16  -5.7012  0.9439    -7.1584 -4.4624
     17  -5.9714  0.8810    -7.3751 -4.9433
     18  -5.7701  0.7818    -6.9599 -4.8200
     19  -5.9364  0.7236    -7.0682 -5.1191

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0009  0.0029     0.0000  0.0042
      1   0.0016  0.0037     0.0000  0.0060
      2   0.0026  0.0045     0.0000  0.0071
      3   0.0038  0.0051     0.0000  0.0103
      4   0.0052  0.0054     0.0000  0.0121
      5   0.0028  0.0035     0.0000  0.0063
      6   0.0040  0.0036     0.0000  0.0065
      7   0.0050  0.0034     0.0000  0.0067
      8   0.0059  0.0029     0.0000  0.0067
      9   0.0057  0.0030     0.0000  0.0067
     10   0.0061  0.0027     0.0000  0.0068
     11   0.0060  0.0027     0.0000  0.0067
     12   0.0065  0.0022     0.0001  0.0067
     13   0.0066  0.0022     0.0001  0.0068
     14   0.0066  0.0022     0.0001  0.0068
     15   0.0069  0.0019     0.0002  0.0068
     16   0.0070  0.0019     0.0002  0.0069
     17   0.0070  0.0019     0.0002  0.0069
     18   0.0071  0.0020     0.0003  0.0070
     19   0.0072  0.0020     0.0003  0.0077

