Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2992  2.3489    -9.0704 -1.7805
      1  -3.3765  1.3063    -5.4067 -1.5638
      2  -2.3315  0.8490    -3.4076 -1.3574
      3  -1.7838  0.7221    -2.4847 -1.0639
      4  -2.0474  0.5959    -2.5936 -1.7591
      5  -2.1937  0.5626    -2.7289 -1.9586
      6  -2.5565  0.9388    -3.9786 -2.1179
      7  -2.3966  0.7336    -3.0314 -2.1157
      8  -2.4673  0.6644    -3.0840 -2.1787
      9  -3.0262  1.3498    -6.4503 -2.1288
     10  -2.8912  1.0647    -4.8064 -2.1934
     11  -2.7301  0.8417    -3.7473 -2.2031
     12  -2.6240  0.6782    -3.3287 -2.1996
     13  -2.5493  0.5543    -3.1188 -2.1907
     14  -2.4648  0.5281    -2.9666 -2.1447
     15  -2.4793  0.4246    -2.9501 -2.2179
     16  -2.4241  0.3720    -2.8740 -2.1899
     17  -2.3885  0.3116    -2.8360 -2.1785
     18  -2.4051  0.2526    -2.8401 -2.2474
     19  -2.4418  0.2487    -2.8656 -2.3781
     20  -2.4098  0.2092    -2.8290 -2.3759
     21  -2.3826  0.1836    -2.7394 -2.3180
     22  -2.3729  0.1492    -2.6387 -2.3148
     23  -2.3798  0.1201    -2.6460 -2.3789
     24  -2.3707  0.1032    -2.6316 -2.3772
     25  -2.3735  0.0846    -2.6316 -2.3803
     26  -2.3745  0.0733    -2.6315 -2.3815
     27  -2.3778  0.0622    -2.6317 -2.3847
     28  -2.3749  0.0527    -2.6290 -2.3845
     29  -2.3745  0.0488    -2.6285 -2.3846
     30  -2.3765  0.0418    -2.6287 -2.3866
     31  -2.3787  0.0385    -2.6294 -2.3881
     32  -2.3770  0.0313    -2.6277 -2.3880
     33  -2.3759  0.0260    -2.6267 -2.3879
     34  -2.3750  0.0231    -2.6260 -2.3877
     35  -2.3756  0.0187    -2.6260 -2.3883
     36  -2.3755  0.0172    -2.6259 -2.3883
     37  -2.3759  0.0141    -2.6259 -2.3887
     38  -2.3760  0.0129    -2.6259 -2.3888
     39  -2.3758  0.0105    -2.6257 -2.3888
     40  -2.3759  0.0093    -2.6258 -2.3889
     41  -2.3764  0.0150    -2.6262 -2.3889

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0589     0.0062  0.1898
      1   0.1011  0.0589     0.0064  0.1897
      2   0.1006  0.0589     0.0065  0.1896
      3   0.0991  0.0593     0.0059  0.1894
      4   0.1032  0.0582     0.0075  0.1900
      5   0.1016  0.0581     0.0076  0.1896
      6   0.0469  0.0395     0.0001  0.1246
      7   0.0557  0.0406     0.0016  0.1338
      8   0.0596  0.0428     0.0026  0.1420
      9   0.0162  0.0133     0.0000  0.0384
     10   0.0175  0.0130     0.0001  0.0392
     11   0.0199  0.0132     0.0001  0.0412
     12   0.0221  0.0134     0.0009  0.0440
     13   0.0241  0.0137     0.0019  0.0464
     14   0.0249  0.0141     0.0021  0.0478
     15   0.0267  0.0143     0.0035  0.0500
     16   0.0284  0.0149     0.0046  0.0530
     17   0.0303  0.0153     0.0062  0.0552
     18   0.0322  0.0154     0.0077  0.0575
     19   0.0321  0.0153     0.0079  0.0571
     20   0.0341  0.0157     0.0087  0.0600
     21   0.0359  0.0164     0.0093  0.0626
     22   0.0375  0.0165     0.0105  0.0646
     23   0.0391  0.0165     0.0124  0.0661
     24   0.0409  0.0169     0.0139  0.0683
     25   0.0417  0.0167     0.0147  0.0687
     26   0.0421  0.0166     0.0152  0.0689
     27   0.0434  0.0166     0.0162  0.0703
     28   0.0447  0.0166     0.0173  0.0717
     29   0.0449  0.0165     0.0178  0.0719
     30   0.0461  0.0165     0.0192  0.0731
     31   0.0476  0.0169     0.0206  0.0749
     32   0.0487  0.0168     0.0215  0.0758
     33   0.0498  0.0168     0.0223  0.0771
     34   0.0511  0.0172     0.0229  0.0793
     35   0.0522  0.0172     0.0239  0.0803
     36   0.0526  0.0171     0.0245  0.0806
     37   0.0541  0.0174     0.0257  0.0823
     38   0.0545  0.0173     0.0265  0.0826
     39   0.0555  0.0174     0.0278  0.0837
     40   0.0566  0.0174     0.0284  0.0849
     41   0.0494  0.0146     0.0242  0.0726

