Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7860  2.0583    -9.1308 -2.7059
      1  -4.0413  1.1111    -5.7999 -2.5142
      2  -4.9629  0.6565    -5.8861 -4.2686
      3  -4.5363  0.4757    -5.1806 -4.1683
      4  -4.8320  0.4554    -5.3580 -4.5665
      5  -4.7024  1.0349    -7.2621 -3.5601
      6  -4.5857  0.8272    -5.8556 -3.7034
      7  -4.6210  0.6551    -5.4462 -4.1239
      8  -4.5225  0.5735    -5.0897 -4.0827
      9  -4.4098  0.8293    -5.6548 -3.6373
     10  -4.4075  0.6544    -5.0799 -3.9445
     11  -4.4070  0.5181    -5.0077 -4.0559
     12  -4.3233  0.4983    -4.8255 -4.0051
     13  -4.3277  0.3959    -4.7852 -4.0858
     14  -4.2786  0.3358    -4.7455 -4.0663
     15  -4.2883  0.2710    -4.7436 -4.1670
     16  -4.2724  0.2172    -4.7210 -4.1721
     17  -4.2786  0.1809    -4.7216 -4.2398
     18  -4.2819  0.1562    -4.7216 -4.2441
     19  -4.2753  0.1365    -4.7093 -4.2441
     20  -4.2516  0.1100    -4.6269 -4.2422
     21  -4.2493  0.1000    -4.6095 -4.2424
     22  -4.2517  0.0926    -4.6112 -4.2447
     23  -4.2534  0.0878    -4.6127 -4.2464
     24  -4.2520  0.0841    -4.6000 -4.2464
     25  -4.2505  0.0810    -4.5848 -4.2464
     26  -4.2401  0.0640    -4.5079 -4.2455
     27  -4.2396  0.0623    -4.5073 -4.2456
     28  -4.2391  0.0610    -4.5068 -4.2456
     29  -4.2383  0.0588    -4.5059 -4.2456
     30  -4.2380  0.0577    -4.5055 -4.2456
     31  -4.2372  0.0555    -4.5047 -4.2456
     32  -4.2365  0.0536    -4.5039 -4.2456
     33  -4.2359  0.0519    -4.5033 -4.2457
     34  -4.2390  0.0453    -4.5038 -4.2483
     35  -4.2361  0.0368    -4.5011 -4.2480
     36  -4.2350  0.0331    -4.5001 -4.2479
     37  -4.2365  0.0266    -4.5003 -4.2493
     38  -4.2365  0.0264    -4.5003 -4.2493
     39  -4.2366  0.0261    -4.5003 -4.2494
     40  -4.2422  0.0436    -4.5053 -4.2501
     41  -4.2392  0.0336    -4.5024 -4.2500

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0075  0.1899
      1   0.1028  0.0584     0.0077  0.1900
      2   0.1014  0.0589     0.0064  0.1898
      3   0.1017  0.0586     0.0072  0.1898
      4   0.0972  0.0594     0.0046  0.1889
      5   0.0258  0.0262     0.0000  0.0748
      6   0.0294  0.0266     0.0001  0.0789
      7   0.0341  0.0276     0.0001  0.0849
      8   0.0387  0.0299     0.0005  0.0943
      9   0.0219  0.0169     0.0001  0.0509
     10   0.0246  0.0170     0.0001  0.0534
     11   0.0269  0.0169     0.0011  0.0552
     12   0.0279  0.0176     0.0014  0.0578
     13   0.0301  0.0176     0.0031  0.0599
     14   0.0326  0.0183     0.0046  0.0635
     15   0.0348  0.0184     0.0072  0.0659
     16   0.0363  0.0183     0.0084  0.0671
     17   0.0378  0.0182     0.0096  0.0684
     18   0.0390  0.0182     0.0108  0.0692
     19   0.0398  0.0180     0.0122  0.0700
     20   0.0421  0.0186     0.0140  0.0734
     21   0.0427  0.0184     0.0146  0.0737
     22   0.0434  0.0183     0.0153  0.0743
     23   0.0441  0.0183     0.0159  0.0747
     24   0.0444  0.0182     0.0163  0.0749
     25   0.0448  0.0181     0.0168  0.0751
     26   0.0466  0.0185     0.0181  0.0777
     27   0.0468  0.0184     0.0185  0.0778
     28   0.0470  0.0183     0.0189  0.0780
     29   0.0474  0.0183     0.0195  0.0783
     30   0.0476  0.0182     0.0199  0.0784
     31   0.0480  0.0182     0.0207  0.0787
     32   0.0484  0.0181     0.0211  0.0790
     33   0.0487  0.0181     0.0214  0.0793
     34   0.0501  0.0183     0.0221  0.0809
     35   0.0515  0.0185     0.0229  0.0824
     36   0.0526  0.0186     0.0237  0.0838
     37   0.0539  0.0187     0.0247  0.0853
     38   0.0539  0.0187     0.0248  0.0853
     39   0.0539  0.0187     0.0248  0.0853
     40   0.0439  0.0138     0.0213  0.0662
     41   0.0448  0.0139     0.0218  0.0672

