Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5282  1.6007    -5.0093 -0.2707
      1  -3.7970  0.9372    -5.1815 -2.6984
      2  -4.4440  0.6854    -5.2661 -3.9001
      3  -4.0848  0.6127    -4.6670 -3.7219
      4  -3.9343  0.5898    -4.4182 -3.5651
      5  -3.7144  0.9649    -4.6625 -2.5652
      6  -3.7994  0.7342    -4.3828 -3.3760
      7  -3.9551  0.8273    -4.7142 -3.4948
      8  -3.9888  0.6870    -4.5306 -3.7258
      9  -3.9746  0.5127    -4.4327 -3.7624
     10  -4.1779  0.9787    -5.7584 -3.6295
     11  -4.6316  1.8474    -8.4579 -1.1967
     12  -4.6017  1.5332    -7.9536 -1.8278
     13  -4.5752  1.2416    -7.0682 -2.9657
     14  -4.5565  1.0046    -6.2232 -3.7094
     15  -4.5447  0.8320    -5.9099 -3.8239
     16  -4.4179  0.6890    -5.4837 -3.8179
     17  -4.7050  0.9210    -6.0865 -3.8789
     18  -4.7014  0.7678    -5.9163 -3.9839
     19  -4.5963  0.6538    -5.6136 -3.9738

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0591     0.0047  0.1898
      1   0.1011  0.0593     0.0042  0.1898
      2   0.1005  0.0595     0.0036  0.1897
      3   0.1001  0.0595     0.0030  0.1896
      4   0.0989  0.0592     0.0034  0.1891
      5   0.0486  0.0425     0.0001  0.1328
      6   0.0580  0.0433     0.0001  0.1414
      7   0.0503  0.0389     0.0001  0.1232
      8   0.0576  0.0403     0.0001  0.1322
      9   0.0601  0.0395     0.0040  0.1337
     10   0.0251  0.0194     0.0000  0.0586
     11   0.0059  0.0066     0.0000  0.0155
     12   0.0075  0.0066     0.0000  0.0171
     13   0.0087  0.0063     0.0000  0.0179
     14   0.0095  0.0060     0.0001  0.0184
     15   0.0100  0.0058     0.0001  0.0186
     16   0.0110  0.0061     0.0003  0.0197
     17   0.0079  0.0039     0.0001  0.0127
     18   0.0082  0.0037     0.0002  0.0128
     19   0.0087  0.0039     0.0003  0.0132

