Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4991  2.7733    -8.9863 -0.3884
      1  -4.4221  2.8009    -8.9765 -0.3353
      2  -4.2864  2.8434    -8.9581 -0.2660
      3  -4.0695  2.8965    -8.9256 -0.2059
      4  -3.7779  2.9401    -8.8745 -0.1599
      5  -3.4372  2.9533    -8.8012 -0.1281
      6  -5.1591  2.6847    -9.0938 -0.5690
      7  -5.3889  2.6335    -9.1231 -0.6167
      8  -5.6175  2.5611    -9.1480 -0.6793
      9  -5.8068  2.4827    -9.1661 -0.7518
     10  -4.2114  2.3979    -8.4457 -0.3151
     11  -4.9215  1.9480    -8.4999 -1.2530
     12  -4.9504  1.8352    -8.3678 -1.5557
     13  -4.3873  1.5923    -6.9393 -1.2115
     14  -4.8602  1.2671    -7.0589 -3.0855
     15  -4.4955  1.1420    -6.2017 -2.8301
     16  -4.7323  0.9611    -6.2512 -3.5413
     17  -4.7334  0.8714    -6.1592 -3.6330
     18  -4.4613  0.8144    -5.7264 -3.4333
     19  -4.2275  0.7979    -5.4060 -3.2019

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0004  0.0016     0.0000  0.0001
      1   0.0007  0.0021     0.0000  0.0029
      2   0.0012  0.0027     0.0000  0.0049
      3   0.0019  0.0033     0.0000  0.0060
      4   0.0029  0.0038     0.0000  0.0065
      5   0.0041  0.0040     0.0000  0.0068
      6   0.0025  0.0033     0.0000  0.0061
      7   0.0036  0.0035     0.0000  0.0064
      8   0.0047  0.0033     0.0000  0.0065
      9   0.0056  0.0029     0.0000  0.0066
     10   0.0051  0.0032     0.0000  0.0066
     11   0.0055  0.0029     0.0000  0.0066
     12   0.0062  0.0024     0.0000  0.0067
     13   0.0064  0.0022     0.0000  0.0067
     14   0.0065  0.0021     0.0001  0.0067
     15   0.0066  0.0020     0.0001  0.0067
     16   0.0068  0.0018     0.0001  0.0068
     17   0.0069  0.0015     0.0003  0.0068
     18   0.0069  0.0015     0.0003  0.0068
     19   0.0069  0.0015     0.0003  0.0068

