Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2526  1.9269    -6.6582 -0.0869
      1  -1.8869  2.1107    -7.5821 -0.6508
      2  -2.3974  2.3195    -8.1262 -0.9451
      3  -4.6238  2.5552    -8.9731 -1.2757
      4  -6.2564  2.0896    -9.1916 -2.2274
      5  -5.1520  1.8012    -8.3416 -1.8414
      6  -5.8488  1.7650    -8.7204 -2.1604
      7  -5.9898  1.5531    -8.6639 -3.2153
      8  -5.6124  1.3056    -7.6386 -3.3270
      9  -5.0649  1.3507    -7.0601 -2.5208
     10  -5.0948  1.1934    -6.7949 -2.9765
     11  -4.4208  1.4174    -6.5911 -1.9462
     12  -3.7602  1.6416    -7.0787 -1.3320
     13  -3.6732  1.4557    -6.0424 -1.4654
     14  -4.0800  1.2345    -6.0209 -2.2427
     15  -3.6574  1.2692    -5.7197 -1.8798
     16  -3.6059  1.1139    -5.3018 -1.9895
     17  -3.9007  0.9698    -5.4142 -2.6358
     18  -3.6301  0.9352    -4.9917 -2.4131
     19  -3.3407  0.9932    -4.7145 -2.0813

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0875  0.0644     0.0000  0.1881
      1   0.0781  0.0653     0.0000  0.1864
      2   0.0696  0.0653     0.0000  0.1849
      3   0.0114  0.0114     0.0000  0.0291
      4   0.0085  0.0063     0.0000  0.0175
      5   0.0081  0.0063     0.0000  0.0170
      6   0.0077  0.0061     0.0000  0.0160
      7   0.0086  0.0058     0.0000  0.0168
      8   0.0095  0.0063     0.0000  0.0188
      9   0.0082  0.0053     0.0000  0.0144
     10   0.0088  0.0050     0.0001  0.0150
     11   0.0069  0.0035     0.0000  0.0109
     12   0.0058  0.0032     0.0000  0.0068
     13   0.0064  0.0027     0.0000  0.0069
     14   0.0067  0.0026     0.0001  0.0070
     15   0.0065  0.0026     0.0000  0.0069
     16   0.0068  0.0022     0.0001  0.0069
     17   0.0070  0.0022     0.0001  0.0070
     18   0.0070  0.0022     0.0001  0.0071
     19   0.0068  0.0021     0.0001  0.0069

