trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1046 590.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  679 380.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  1
  4  804 450.00  0.00 800.00 26.00  0
  5  714 400.00  0.00 800.00 26.00  0
  6  677 380.00  0.00 800.00 21.50  1
  7  732 410.00  0.00 800.00 26.00  1
  8  714 400.00  0.00 800.00 26.00  1
  9  696 390.00  0.00 800.00 26.00  1
 10  625 350.00  0.00 800.00 52.00  0
 11  696 390.00  0.00 800.00 52.00  0
 12  696 380.00  0.00 800.00 52.00  0
 13  696 400.00  0.00 800.00 21.50  1
 14  696 400.00  0.00 800.00 21.50  1
 15  696 410.00  0.00 800.00 52.00  0
 16  767 430.00  0.00 800.00 21.50  1
 17  589 330.00  0.00 800.00 52.00  0
 18  822 460.00  0.00 800.00 26.00  0
 19  714 400.00  0.00 800.00 26.00  1
 20  714 410.00  0.00 800.00 21.50  1
 21  822 460.00  0.00 800.00 26.00  0
 22  714 380.00  0.00 800.00 21.50  1
 23  571 320.00  0.00 800.00 52.00  0
 24  571 340.00  0.00 800.00 26.00  1
 25  785 440.00  0.00 800.00 21.50  1
 26  125  70.00  0.00 800.00 520.00  1
 27  893 500.00  0.00 800.00 21.50  0
 28  463 260.00  0.00 800.00 52.00  0
 29  696 390.00  0.00 800.00 26.00  1
 30  696 380.00  0.00 800.00 52.00  0
 31  696 410.00  0.00 800.00 52.00  0
 32  696 400.00  0.00 800.00 52.00  0
 33  696 410.00  0.00 800.00 21.50  1
 34  696 390.00  0.00 800.00 21.50  1
 35  696 380.00  0.00 800.00 52.00  0
 36 1407 790.00  0.00 800.00  2.00  1
 37  858 480.00  0.00 800.00 26.00  0
 38  749 420.00  0.00 800.00 21.50  1
 39  749 440.00  0.00 800.00 26.00  1
 40  607 340.00  0.00 800.00 52.00  0
 41  607 340.00  0.00 800.00 26.00  1
