Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.9235  1.3249    -4.2793 -6.4527
      1  -8.4058  1.2059    -2.4943 -7.4449
      2  -8.1167  1.1694    -9.1535 -7.1509
      3  -7.9296  1.1308    -8.8134 -6.9613
      4  -7.5680  1.4010    -8.6289 -4.4479
      5  -6.7376  2.0158    -8.6679 -1.6999
      6  -7.0836  1.6298    -8.6252 -2.9272
      7  -6.0170  2.1835    -8.6491 -1.1678
      8  -6.3778  1.8608    -8.5474 -1.8552
      9  -6.6346  1.5418    -8.4618 -3.0922
     10  -5.7177  1.9059    -8.2645 -1.4563
     11  -5.9217  1.6449    -8.0370 -2.2003
     12  -6.0621  1.4217    -7.8858 -3.1480
     13  -5.2909  1.6761    -7.5872 -1.8107
     14  -5.3638  1.5196    -7.3635 -2.2683
     15  -5.7154  1.1945    -7.3629 -3.7590
     16  -5.2583  1.2387    -6.9696 -3.0859
     17  -5.2881  1.1263    -6.8708 -3.4236
     18  -4.7745  1.2104    -6.4860 -2.6341
     19  -4.2318  1.2964    -6.0632 -1.8971

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0974  0.0613     0.0001  0.1895
      1   0.1001  0.0602     0.0001  0.1897
      2   0.0965  0.0606     0.0001  0.1890
      3   0.0971  0.0611     0.0001  0.1892
      4   0.0707  0.0567     0.0000  0.1754
      5   0.0219  0.0241     0.0000  0.0664
      6   0.0253  0.0242     0.0000  0.0693
      7   0.0073  0.0081     0.0000  0.0199
      8   0.0090  0.0081     0.0000  0.0211
      9   0.0102  0.0079     0.0000  0.0224
     10   0.0054  0.0041     0.0000  0.0096
     11   0.0064  0.0038     0.0000  0.0103
     12   0.0070  0.0034     0.0000  0.0108
     13   0.0058  0.0029     0.0000  0.0067
     14   0.0064  0.0024     0.0000  0.0067
     15   0.0067  0.0021     0.0001  0.0068
     16   0.0065  0.0021     0.0001  0.0067
     17   0.0067  0.0016     0.0001  0.0067
     18   0.0066  0.0017     0.0001  0.0067
     19   0.0065  0.0018     0.0001  0.0066

