Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7566  2.0723    -9.1275 -2.6619
      1  -4.0159  1.1229    -5.7982 -2.4846
      2  -4.8293  0.7121    -5.8736 -4.0127
      3  -4.2664  0.5056    -4.9039 -3.9020
      4  -4.4190  0.4159    -4.9782 -4.2245
      5  -4.5760  0.4067    -5.1155 -4.3968
      6  -4.9269  0.7351    -6.3674 -4.5147
      7  -4.7646  0.5175    -5.4482 -4.5135
      8  -4.6341  0.5417    -5.2565 -4.3270
      9  -4.7963  0.6515    -5.6765 -4.4158
     10  -4.7751  0.5136    -5.4505 -4.5220
     11  -4.7617  0.4132    -5.3334 -4.5334
     12  -4.7545  0.3441    -5.3059 -4.5412
     13  -4.9270  0.4889    -5.7812 -4.6018
     14  -4.8503  0.3645    -5.4462 -4.5948
     15  -4.8034  0.2870    -5.2944 -4.5869
     16  -4.7785  0.2310    -5.2273 -4.5837
     17  -4.7971  0.1946    -5.2341 -4.6431
     18  -4.7799  0.1601    -5.1379 -4.6349
     19  -4.7811  0.1405    -5.1314 -4.6473
     20  -4.7641  0.1269    -5.0592 -4.6210
     21  -4.7799  0.1035    -5.0601 -4.7139
     22  -4.7803  0.0961    -5.0599 -4.7228
     23  -4.7878  0.0815    -5.0602 -4.7926
     24  -4.7791  0.0762    -5.0551 -4.7789
     25  -4.7760  0.0716    -5.0531 -4.7615
     26  -4.7767  0.0687    -5.0530 -4.7744
     27  -4.7729  0.0707    -5.0519 -4.7328
     28  -4.7733  0.0692    -5.0518 -4.7394
     29  -4.7740  0.0676    -5.0519 -4.7489
     30  -4.7705  0.0717    -5.0512 -4.7117
     31  -4.7692  0.0730    -5.0510 -4.7006
     32  -4.7656  0.0782    -5.0507 -4.6729
     33  -4.7649  0.0790    -5.0506 -4.6688
     34  -4.7655  0.0780    -5.0506 -4.6727
     35  -4.7789  0.0531    -5.0514 -4.7928
     36  -4.7757  0.0601    -5.0512 -4.7895
     37  -4.7752  0.0611    -5.0511 -4.7823
     38  -4.7751  0.0612    -5.0511 -4.7812
     39  -4.7754  0.0606    -5.0511 -4.7873
     40  -4.7027  0.1285    -5.0456 -4.5569
     41  -4.7048  0.1276    -5.0458 -4.5580

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1016  0.0588     0.0066  0.1898
      2   0.1016  0.0589     0.0064  0.1898
      3   0.1015  0.0593     0.0057  0.1899
      4   0.1044  0.0579     0.0084  0.1902
      5   0.1030  0.0588     0.0073  0.1902
      6   0.0415  0.0358     0.0001  0.1109
      7   0.0497  0.0371     0.0016  0.1202
      8   0.0457  0.0338     0.0008  0.1083
      9   0.0329  0.0246     0.0001  0.0762
     10   0.0353  0.0243     0.0011  0.0781
     11   0.0369  0.0240     0.0029  0.0793
     12   0.0382  0.0238     0.0045  0.0802
     13   0.0254  0.0169     0.0013  0.0545
     14   0.0282  0.0171     0.0027  0.0576
     15   0.0309  0.0174     0.0046  0.0606
     16   0.0329  0.0174     0.0071  0.0623
     17   0.0350  0.0179     0.0080  0.0653
     18   0.0371  0.0180     0.0093  0.0674
     19   0.0376  0.0179     0.0100  0.0677
     20   0.0395  0.0185     0.0111  0.0707
     21   0.0418  0.0188     0.0129  0.0735
     22   0.0420  0.0187     0.0135  0.0736
     23   0.0438  0.0188     0.0146  0.0751
     24   0.0453  0.0193     0.0153  0.0777
     25   0.0470  0.0195     0.0164  0.0798
     26   0.0473  0.0194     0.0168  0.0799
     27   0.0490  0.0199     0.0178  0.0823
     28   0.0491  0.0199     0.0181  0.0823
     29   0.0493  0.0198     0.0184  0.0824
     30   0.0510  0.0203     0.0195  0.0852
     31   0.0524  0.0205     0.0208  0.0869
     32   0.0539  0.0210     0.0213  0.0891
     33   0.0550  0.0211     0.0219  0.0900
     34   0.0551  0.0210     0.0221  0.0901
     35   0.0577  0.0210     0.0241  0.0927
     36   0.0589  0.0216     0.0244  0.0949
     37   0.0602  0.0217     0.0254  0.0960
     38   0.0609  0.0216     0.0262  0.0965
     39   0.0609  0.0216     0.0264  0.0965
     40   0.0434  0.0154     0.0184  0.0683
     41   0.0437  0.0153     0.0188  0.0685

