Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3798  2.2968    -9.0779 -1.9420
      1  -3.3418  1.1974    -5.1743 -1.7236
      2  -4.2494  0.7602    -5.2565 -3.4636
      3  -3.8290  0.5618    -4.4777 -3.4225
      4  -4.0957  0.4759    -4.6424 -3.8016
      5  -4.2572  0.4641    -4.7379 -4.0663
      6  -4.2077  0.3335    -4.4784 -4.0669
      7  -4.2261  0.2506    -4.4778 -4.2220
      8  -4.2263  0.1895    -4.4769 -4.2239
      9  -4.2217  0.1374    -4.4749 -4.2241
     10  -4.3112  0.3317    -4.7316 -4.2267
     11  -4.3105  0.2639    -4.7280 -4.2295
     12  -4.3096  0.2198    -4.7257 -4.2309
     13  -4.2974  0.1771    -4.7119 -4.2306
     14  -4.2399  0.1317    -4.6153 -4.2265
     15  -4.2401  0.1128    -4.6129 -4.2273
     16  -4.2348  0.0938    -4.5800 -4.2272
     17  -4.2350  0.0863    -4.5787 -4.2277
     18  -4.2355  0.0813    -4.5776 -4.2284
     19  -4.2356  0.0788    -4.5766 -4.2286

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0589     0.0062  0.1898
      1   0.1011  0.0591     0.0058  0.1898
      2   0.1010  0.0591     0.0055  0.1897
      3   0.1025  0.0586     0.0072  0.1900
      4   0.1025  0.0582     0.0078  0.1898
      5   0.1026  0.0589     0.0070  0.1902
      6   0.1132  0.0558     0.0149  0.1916
      7   0.1211  0.0528     0.0233  0.1926
      8   0.1228  0.0515     0.0279  0.1927
      9   0.1240  0.0505     0.0315  0.1928
     10   0.0649  0.0399     0.0096  0.1401
     11   0.0664  0.0395     0.0119  0.1410
     12   0.0672  0.0392     0.0137  0.1415
     13   0.0692  0.0387     0.0161  0.1428
     14   0.0771  0.0407     0.0190  0.1528
     15   0.0778  0.0404     0.0203  0.1532
     16   0.0794  0.0400     0.0223  0.1541
     17   0.0799  0.0398     0.0230  0.1544
     18   0.0807  0.0396     0.0241  0.1548
     19   0.0810  0.0395     0.0246  0.1550

