Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.9423  1.4926    -8.2092 -4.9766
      1  -5.6997  0.9131    -6.8788 -4.7937
      2  -5.1408  0.7584    -5.9080 -4.5915
      3  -4.8381  0.7865    -5.4879 -4.0261
      4  -4.5594  0.9803    -5.2588 -2.6335
      5  -3.7657  1.6788    -6.5354 -0.6982
      6  -2.8196  1.9784    -7.2974 -0.3111
      7  -2.6046  1.7474    -5.7851 -0.2993
      8  -3.2513  1.4559    -5.7083 -1.0448
      9  -2.7025  1.6146    -6.2879 -0.6042
     10  -2.5528  1.3822    -4.7240 -0.6207
     11  -2.8755  1.1770    -4.6677 -1.3421
     12  -3.1401  1.0367    -4.7086 -1.9154
     13  -2.9178  0.9433    -4.2499 -1.8126
     14  -2.6907  0.9194    -3.9015 -1.6127
     15  -2.8085  0.7897    -3.9075 -1.9429
     16  -2.9113  0.6981    -3.9387 -2.1823
     17  -2.8040  0.6147    -3.6946 -2.1448
     18  -2.8620  0.5402    -3.7287 -2.2868
     19  -2.7925  0.4753    -3.5907 -2.2531

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1000  0.0597     0.0034  0.1896
      1   0.0983  0.0602     0.0020  0.1894
      2   0.0979  0.0606     0.0013  0.1894
      3   0.0945  0.0614     0.0004  0.1888
      4   0.0824  0.0634     0.0001  0.1868
      5   0.0156  0.0175     0.0000  0.0479
      6   0.0066  0.0048     0.0000  0.0125
      7   0.0074  0.0045     0.0000  0.0128
      8   0.0081  0.0051     0.0000  0.0138
      9   0.0068  0.0040     0.0000  0.0115
     10   0.0074  0.0036     0.0001  0.0118
     11   0.0078  0.0038     0.0001  0.0126
     12   0.0082  0.0040     0.0001  0.0130
     13   0.0085  0.0041     0.0001  0.0133
     14   0.0086  0.0042     0.0001  0.0134
     15   0.0091  0.0044     0.0003  0.0138
     16   0.0095  0.0046     0.0004  0.0151
     17   0.0101  0.0048     0.0005  0.0166
     18   0.0106  0.0050     0.0006  0.0176
     19   0.0112  0.0052     0.0007  0.0184

