trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1260 710.00  0.00 800.00  0.43  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  0
  3  714 400.00  0.00 800.00 26.00  1
  4  661 370.00  0.00 800.00 52.00  0
  5  822 460.00  0.00 800.00 26.00  0
  6  714 400.00  0.00 800.00 26.00  0
  7  714 400.00  0.00 800.00 21.50  1
  8  714 420.00  0.00 800.00 21.50  1
  9  714 380.00  0.00 800.00 21.50  1
 10  714 400.00  0.00 800.00 21.50  1
 11  714 400.00  0.00 800.00 52.00  0
 12  714 380.00  0.00 800.00 52.00  1
 13  859 480.00  0.00 800.00 52.00  1
 14 1421 790.00  0.00 800.00 520.00  0
 15 1421 790.00  0.00 800.00 260.00  0
 16 1421 790.00  0.00 800.00 260.00  0
 17  967 540.00  0.00 800.00 52.00  0
 18  949 530.00  0.00 800.00 52.00  0
 19  913 510.00  0.00 800.00 52.00  0
 20  841 470.00  0.00 800.00 52.00  0
 21  588 330.00  0.00 800.00 26.00  1
 22  624 350.00  0.00 800.00 26.00  1
 23  787 440.00  0.00 800.00 52.00  1
 24  931 520.00  0.00 800.00 52.00  0
 25  913 510.00  0.00 800.00 52.00  0
 26  660 370.00  0.00 800.00 26.00  1
 27  751 420.00  0.00 800.00 52.00  0
 28  678 380.00  0.00 800.00 26.00  0
 29  570 320.00  0.00 800.00 26.00  1
 30  570 300.00  0.00 800.00 52.00  0
 31  516 290.00  0.00 800.00 26.00  1
 32  877 490.00  0.00 800.00 52.00  1
 33  967 540.00  0.00 800.00 52.00  1
 34    0  10.00  0.00 800.00  0.43  1
 35  985 550.00  0.00 800.00 52.00  0
 36  319 180.00  0.00 800.00 52.00  1
 37  985 550.00  0.00 800.00 26.00  0
 38  967 540.00  0.00 800.00 52.00  0
 39  534 300.00  0.00 800.00 26.00  1
 40  301 170.00  0.00 800.00 52.00  1
 41  985 550.00  0.00 800.00 52.00  1
