trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1298 730.00  0.00 800.00  1.00  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  1
  3 1259 700.00  0.00 800.00 520.00  0
  4 1169 650.00  0.00 800.00 520.00  1
  5 1223 680.00  0.00 800.00 520.00  0
  6 1223 670.00  0.00 800.00 260.00  0
  7   14  10.00  0.00 800.00 104.00  1
  8  935 520.00  0.00 800.00 520.00  1
  9 1259 700.00  0.00 800.00 520.00  0
 10 1043 580.00  0.00 800.00 520.00  1
 11 1169 650.00  0.00 800.00 520.00  1
 12 1277 710.00  0.00 800.00 520.00  0
 13 1151 640.00  0.00 800.00 520.00  1
 14 1295 720.00  0.00 800.00 520.00  0
 15 1277 710.00  0.00 800.00 520.00  0
 16 1133 630.00  0.00 800.00 520.00  1
 17 1133 610.00  0.00 800.00 260.00  1
 18 1259 700.00  0.00 800.00 520.00  0
 19 1133 650.00  0.00 800.00 260.00  1
 20 1133 610.00  0.00 800.00 260.00  1
 21 1133 640.00  0.00 800.00 260.00  1
 22 1133 640.00  0.00 800.00 260.00  1
 23 1133 620.00  0.00 800.00 260.00  1
 24 1133 630.00  0.00 800.00 260.00  1
 25 1133 630.00  0.00 800.00 260.00  1
 26 1133 630.00  0.00 800.00 260.00  1
 27 1151 640.00  0.00 800.00 520.00  1
 28 1241 690.00  0.00 800.00 520.00  1
 29 1241 710.00  0.00 800.00 260.00  0
 30 1259 700.00  0.00 800.00 520.00  0
 31 1259 690.00  0.00 800.00 260.00  1
 32 1259 680.00  0.00 800.00 260.00  1
 33 1259 720.00  0.00 800.00 260.00  0
 34 1259 700.00  0.00 800.00 260.00  0
 35 1115 620.00  0.00 800.00 520.00  1
 36 1259 700.00  0.00 800.00 260.00  0
 37 1277 710.00  0.00 800.00 520.00  0
 38 1133 630.00  0.00 800.00 520.00  1
 39 1133 640.00  0.00 800.00 260.00  1
 40 1115 620.00  0.00 800.00 520.00  1
 41 1277 710.00  0.00 800.00 520.00  0
