Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6122  2.7299    -9.0003 -0.4853
      1  -2.4379  1.5261    -4.8450 -0.2640
      2  -3.7205  0.8593    -4.9683 -2.6992
      3  -3.1689  0.6110    -3.9368 -2.6454
      4  -2.7796  0.5638    -3.3494 -2.4099
      5  -2.9504  0.4966    -3.4230 -2.7194
      6  -2.8929  0.3799    -3.1639 -2.7143
      7  -2.9169  0.2816    -3.1637 -2.9065
      8  -2.9067  0.2051    -3.1600 -2.9069
      9  -3.0148  0.4948    -3.4199 -2.9052
     10  -3.0153  0.3911    -3.4159 -2.9143
     11  -3.0105  0.3069    -3.4120 -2.9181
     12  -3.0122  0.2536    -3.4111 -2.9205
     13  -3.2190  0.4498    -3.7312 -2.9973
     14  -3.4689  0.7891    -4.5229 -3.0867
     15  -3.3761  0.6178    -4.0913 -3.1016
     16  -3.3156  0.4889    -3.8834 -3.1021
     17  -3.4556  0.6268    -4.1408 -3.1740
     18  -3.4080  0.4883    -3.9420 -3.1765
     19  -3.3744  0.3877    -3.8876 -3.1768

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1014  0.0588     0.0065  0.1898
      3   0.1024  0.0585     0.0074  0.1900
      4   0.0996  0.0594     0.0054  0.1895
      5   0.1007  0.0585     0.0069  0.1895
      6   0.1109  0.0560     0.0131  0.1911
      7   0.1197  0.0530     0.0223  0.1923
      8   0.1218  0.0514     0.0283  0.1925
      9   0.0618  0.0394     0.0056  0.1350
     10   0.0664  0.0394     0.0094  0.1392
     11   0.0692  0.0390     0.0130  0.1414
     12   0.0723  0.0391     0.0156  0.1444
     13   0.0393  0.0238     0.0042  0.0808
     14   0.0197  0.0127     0.0001  0.0402
     15   0.0220  0.0127     0.0009  0.0417
     16   0.0239  0.0126     0.0022  0.0439
     17   0.0187  0.0100     0.0006  0.0334
     18   0.0199  0.0098     0.0017  0.0340
     19   0.0210  0.0096     0.0028  0.0346

