Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.3942  2.8113    -8.9729 -0.3129
      1  -4.2426  2.8577    -8.9522 -0.2437
      2  -4.0038  2.9131    -8.9156 -0.1855
      3  -3.6773  2.9556    -8.8564 -0.1411
      4  -3.3160  2.9593    -8.7740 -0.1129
      5  -5.0592  2.6616    -9.0698 -0.5654
      6  -5.2279  2.6150    -9.0909 -0.6109
      7  -5.3844  2.5609    -9.1085 -0.6655
      8  -4.0785  2.3407    -8.4162 -0.3644
      9  -3.9893  2.2459    -8.1379 -0.3551
     10  -4.7306  1.8288    -8.2617 -1.5683
     11  -4.1496  1.5840    -6.9551 -1.2714
     12  -4.3254  1.3300    -6.6376 -2.4033
     13  -3.9060  1.2022    -5.7331 -2.0884
     14  -3.4944  1.2215    -5.2316 -1.4842
     15  -3.7417  0.9936    -5.2176 -2.4688
     16  -3.9223  0.8653    -5.2544 -2.9129
     17  -3.7177  0.8117    -4.9232 -2.7586
     18  -3.5456  0.7699    -4.6468 -2.6496
     19  -3.7021  0.6996    -4.7226 -2.9317

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0008  0.0026     0.0000  0.0035
      1   0.0014  0.0033     0.0000  0.0055
      2   0.0022  0.0041     0.0000  0.0066
      3   0.0034  0.0047     0.0000  0.0085
      4   0.0047  0.0050     0.0000  0.0107
      5   0.0029  0.0035     0.0000  0.0063
      6   0.0041  0.0036     0.0000  0.0065
      7   0.0051  0.0033     0.0000  0.0066
      8   0.0049  0.0034     0.0000  0.0066
      9   0.0057  0.0029     0.0000  0.0067
     10   0.0060  0.0027     0.0000  0.0067
     11   0.0063  0.0026     0.0000  0.0068
     12   0.0067  0.0023     0.0001  0.0068
     13   0.0067  0.0022     0.0001  0.0069
     14   0.0067  0.0022     0.0001  0.0068
     15   0.0069  0.0021     0.0001  0.0069
     16   0.0070  0.0021     0.0002  0.0069
     17   0.0071  0.0021     0.0002  0.0073
     18   0.0072  0.0022     0.0002  0.0082
     19   0.0073  0.0022     0.0003  0.0089

