Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.8870  1.3503    -6.9990 -2.4527
      1  -3.1075  0.8296    -3.9855 -2.3870
      2  -2.7162  0.7517    -3.3574 -2.3458
      3  -2.5451  0.6633    -2.9934 -2.3305
      4  -2.4231  0.6641    -2.7951 -2.3180
      5  -2.3640  0.4991    -2.5761 -2.3170
      6  -2.3345  0.3568    -2.5714 -2.3167
      7  -2.3184  0.2594    -2.5675 -2.3165
      8  -2.3138  0.2239    -2.5663 -2.3165
      9  -2.3084  0.1611    -2.5657 -2.3164
     10  -2.3056  0.1164    -2.5654 -2.3164
     11  -2.3041  0.0836    -2.5652 -2.3164
     12  -2.3140  0.2274    -2.5661 -2.3165
     13  -2.3086  0.1656    -2.5656 -2.3164
     14  -2.3058  0.1212    -2.5654 -2.3164
     15  -2.3213  0.2910    -2.5667 -2.3165
     16  -2.3125  0.2115    -2.5660 -2.3164
     17  -2.3078  0.1541    -2.5656 -2.3164
     18  -2.3052  0.1083    -2.5653 -2.3164
     19  -2.3040  0.0790    -2.5652 -2.3164
     20  -2.3098  0.1800    -2.5657 -2.3164
     21  -2.3064  0.1310    -2.5654 -2.3164
     22  -2.3046  0.0951    -2.5653 -2.3164
     23  -2.3037  0.0698    -2.5652 -2.3164
     24  -2.3032  0.0509    -2.5651 -2.3164
     25  -2.3029  0.0372    -2.5651 -2.3164
     26  -2.3028  0.0272    -2.5651 -2.3164
     27  -2.3027  0.0193    -2.5651 -2.3164
     28  -2.3031  0.0455    -2.5651 -2.3164
     29  -2.3028  0.0334    -2.5651 -2.3164
     30  -2.3040  0.0801    -2.5652 -2.3164
     31  -2.3034  0.0583    -2.5652 -2.3164
     32  -2.3030  0.0427    -2.5651 -2.3164
     33  -2.3028  0.0312    -2.5651 -2.3164
     34  -2.3027  0.0227    -2.5651 -2.3164
     35  -2.3026  0.0167    -2.5651 -2.3164
     36  -2.3026  0.0122    -2.5651 -2.3164
     37  -2.3028  0.0288    -2.5651 -2.3164
     38  -2.3027  0.0211    -2.5651 -2.3164
     39  -2.3026  0.0156    -2.5651 -2.3164
     40  -2.3026  0.0115    -2.5651 -2.3164
     41  -2.3028  0.0278    -2.5651 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0950  0.0610     0.0016  0.1889
      1   0.1010  0.0594     0.0035  0.1898
      2   0.1011  0.0592     0.0042  0.1898
      3   0.1053  0.0579     0.0083  0.1904
      4   0.1067  0.0574     0.0091  0.1906
      5   0.1154  0.0543     0.0191  0.1917
      6   0.1186  0.0522     0.0265  0.1920
      7   0.1236  0.0498     0.0343  0.1925
      8   0.1284  0.0487     0.0388  0.1934
      9   0.1321  0.0468     0.0451  0.1938
     10   0.1354  0.0450     0.0508  0.1941
     11   0.1383  0.0435     0.0561  0.1944
     12   0.0976  0.0436     0.0294  0.1743
     13   0.1011  0.0429     0.0336  0.1760
     14   0.1046  0.0422     0.0374  0.1776
     15   0.0702  0.0322     0.0213  0.1262
     16   0.0726  0.0318     0.0240  0.1280
     17   0.0749  0.0315     0.0270  0.1298
     18   0.0756  0.0312     0.0283  0.1302
     19   0.0778  0.0311     0.0304  0.1320
     20   0.0563  0.0226     0.0204  0.0938
     21   0.0578  0.0224     0.0220  0.0949
     22   0.0593  0.0222     0.0235  0.0960
     23   0.0608  0.0221     0.0252  0.0972
     24   0.0622  0.0220     0.0271  0.0986
     25   0.0636  0.0220     0.0285  0.1000
     26   0.0649  0.0219     0.0297  0.1012
     27   0.0657  0.0218     0.0306  0.1017
     28   0.0524  0.0171     0.0232  0.0798
     29   0.0534  0.0171     0.0244  0.0806
     30   0.0428  0.0139     0.0179  0.0641
     31   0.0436  0.0138     0.0192  0.0649
     32   0.0444  0.0137     0.0206  0.0656
     33   0.0451  0.0136     0.0213  0.0662
     34   0.0459  0.0136     0.0219  0.0668
     35   0.0466  0.0135     0.0226  0.0674
     36   0.0473  0.0135     0.0232  0.0679
     37   0.0398  0.0115     0.0185  0.0566
     38   0.0404  0.0114     0.0195  0.0573
     39   0.0410  0.0113     0.0207  0.0579
     40   0.0416  0.0113     0.0212  0.0585
     41   0.0353  0.0098     0.0162  0.0489

