trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1403 780.00  0.00 800.00 520.00  0
  1  859 480.00  0.00 800.00 52.00  0
  2  745 420.00  0.00 800.00  8.60  0
  3  652 370.00  0.00 800.00  3.00  1
  4  654 370.00  0.00 800.00  6.44  1
  5  655 370.00  0.00 800.00  8.60  1
  6  674 380.00  0.00 800.00 10.80  1
  7  658 370.00  0.00 800.00 17.20  1
  8  643 360.00  0.00 800.00 52.00  0
  9  731 410.00  0.00 800.00 21.50  0
 10  730 410.00  0.00 800.00 17.20  0
 11  730 390.00  0.00 800.00 12.90  1
 12  802 450.00  0.00 800.00 17.20  0
 13  784 440.00  0.00 800.00 17.20  0
 14  675 380.00  0.00 800.00 12.90  1
 15  748 420.00  0.00 800.00 17.20  0
 16  639 360.00  0.00 800.00 12.90  1
 17  730 410.00  0.00 800.00 17.20  0
 18  639 360.00  0.00 800.00 17.20  0
 19  710 400.00  0.00 800.00 10.80  0
 20  675 380.00  0.00 800.00 12.90  0
 21  637 360.00  0.00 800.00  8.60  1
 22  729 410.00  0.00 800.00 12.90  0
 23  747 420.00  0.00 800.00 12.90  0
 24  765 430.00  0.00 800.00 12.90  0
 25  637 360.00  0.00 800.00  8.60  1
 26  747 420.00  0.00 800.00 12.90  0
 27  655 370.00  0.00 800.00  8.60  1
 28  747 440.00  0.00 800.00 17.20  0
 29  747 400.00  0.00 800.00 10.80  1
 30  729 410.00  0.00 800.00 12.90  0
 31  747 410.00  0.00 800.00 17.20  0
 32  747 400.00  0.00 800.00 17.20  0
 33  800 450.00  0.00 800.00 10.80  0
 34  673 380.00  0.00 800.00  8.60  1
 35  747 420.00  0.00 800.00 12.90  0
 36  747 430.00  0.00 800.00 10.80  0
 37  602 340.00  0.00 800.00 10.80  1
 38  747 410.00  0.00 800.00 17.20  0
 39  602 330.00  0.00 800.00 12.90  1
 40  691 390.00  0.00 800.00  8.60  1
 41  800 450.00  0.00 800.00 10.80  0
