Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4763  2.6646    -8.7939 -0.4686
      1  -2.4367  1.5268    -4.8456 -0.2629
      2  -3.5935  0.9118    -4.9556 -2.4563
      3  -2.9268  0.6270    -3.6877 -2.3869
      4  -3.2099  0.5008    -3.8333 -2.9069
      5  -3.4843  0.5173    -4.1173 -3.2164
      6  -3.4079  0.3550    -3.6944 -3.2119
      7  -3.2432  0.6011    -3.6896 -2.9146
      8  -3.1632  0.5232    -3.6105 -2.8771
      9  -3.0328  0.8628    -3.6722 -2.2628
     10  -2.8833  1.3278    -6.0551 -1.4278
     11  -2.7602  1.0501    -3.8579 -1.5805
     12  -2.8155  0.8303    -3.5691 -2.0590
     13  -2.8491  0.6639    -3.4721 -2.3356
     14  -2.8797  0.5408    -3.4318 -2.4743
     15  -2.9065  0.4472    -3.4259 -2.6381
     16  -2.9551  0.3977    -3.4744 -2.6819
     17  -2.9182  0.3272    -3.4005 -2.6771
     18  -2.8839  0.2784    -3.3604 -2.6699
     19  -2.7949  0.3668    -3.2828 -2.5400

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0072  0.1900
      1   0.1017  0.0587     0.0069  0.1898
      2   0.1016  0.0587     0.0069  0.1898
      3   0.1018  0.0587     0.0069  0.1898
      4   0.1034  0.0582     0.0085  0.1901
      5   0.0969  0.0593     0.0055  0.1888
      6   0.1083  0.0566     0.0123  0.1907
      7   0.0601  0.0440     0.0022  0.1459
      8   0.0659  0.0462     0.0037  0.1550
      9   0.0289  0.0222     0.0001  0.0682
     10   0.0135  0.0107     0.0000  0.0309
     11   0.0145  0.0104     0.0001  0.0315
     12   0.0165  0.0107     0.0001  0.0334
     13   0.0182  0.0108     0.0006  0.0348
     14   0.0199  0.0110     0.0013  0.0371
     15   0.0213  0.0112     0.0020  0.0389
     16   0.0224  0.0115     0.0025  0.0404
     17   0.0239  0.0116     0.0036  0.0416
     18   0.0252  0.0118     0.0049  0.0438
     19   0.0205  0.0096     0.0025  0.0343

