Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9812  1.9653    -9.1392 -3.0893
      1  -4.3277  1.0683    -5.9763 -2.9269
      2  -3.5368  0.7163    -4.4592 -2.7613
      3  -3.1365  0.6019    -3.7726 -2.6588
      4  -3.3361  0.4927    -3.8675 -3.1108
      5  -3.1878  0.4732    -3.6156 -2.9815
      6  -3.2183  0.3932    -3.6321 -3.1724
      7  -3.2044  0.2893    -3.6122 -3.1732
      8  -3.2058  0.2222    -3.6094 -3.1773
      9  -3.2000  0.1699    -3.5972 -3.1775
     10  -3.6217  1.1172    -5.9492 -2.7089
     11  -3.5520  0.8555    -4.4530 -2.9499
     12  -3.5484  0.6767    -4.2398 -3.1676
     13  -3.4848  0.5527    -4.0632 -3.1702
     14  -3.4169  0.4934    -3.9273 -3.1308
     15  -3.4496  0.4097    -3.9294 -3.2014
     16  -3.4121  0.3424    -3.8838 -3.1955
     17  -3.3237  0.4659    -3.8095 -3.0445
     18  -3.3330  0.3697    -3.7950 -3.1668
     19  -3.2654  0.3875    -3.6826 -3.0506

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0065  0.1898
      1   0.1018  0.0587     0.0061  0.1898
      2   0.1020  0.0586     0.0062  0.1898
      3   0.1013  0.0587     0.0060  0.1896
      4   0.1055  0.0576     0.0091  0.1904
      5   0.1064  0.0573     0.0092  0.1905
      6   0.1157  0.0556     0.0156  0.1922
      7   0.1174  0.0543     0.0206  0.1923
      8   0.1221  0.0522     0.0273  0.1928
      9   0.1232  0.0513     0.0304  0.1929
     10   0.0186  0.0136     0.0000  0.0401
     11   0.0199  0.0131     0.0001  0.0406
     12   0.0217  0.0129     0.0004  0.0419
     13   0.0236  0.0131     0.0015  0.0444
     14   0.0250  0.0135     0.0021  0.0465
     15   0.0268  0.0137     0.0036  0.0482
     16   0.0285  0.0139     0.0052  0.0507
     17   0.0231  0.0118     0.0022  0.0409
     18   0.0244  0.0116     0.0037  0.0418
     19   0.0240  0.0119     0.0032  0.0423

