Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5447  2.7556    -8.9919 -0.4267
      1  -4.5020  2.7713    -8.9865 -0.3938
      2  -4.4266  2.7969    -8.9766 -0.3452
      3  -4.3088  2.8321    -8.9603 -0.2859
      4  -4.1587  2.8687    -8.9377 -0.2381
      5  -3.9957  2.8984    -8.9107 -0.2039
      6  -2.8032  2.5997    -8.3682 -0.1313
      7  -2.3524  2.3458    -7.7536 -0.1130
      8  -1.6436  2.0367    -6.8777 -0.0835
      9  -1.3513  1.6949    -5.1561 -0.0778
     10  -2.2622  1.8968    -6.7615 -0.2251
     11  -2.0503  1.6465    -5.4141 -0.2147
     12  -2.7690  1.5995    -6.1608 -0.7376
     13  -2.2884  1.4129    -4.8669 -0.5503
     14  -2.1809  1.2198    -4.1108 -0.5530
     15  -2.5338  1.1071    -4.3396 -1.1795
     16  -2.2274  1.0129    -3.6603 -0.9671
     17  -2.4703  0.9330    -3.8439 -1.4205
     18  -2.2900  0.8380    -3.4240 -1.3314
     19  -2.4478  0.7644    -3.5497 -1.6211

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0005  0.0016     0.0000  0.0003
      1   0.0008  0.0022     0.0000  0.0035
      2   0.0013  0.0027     0.0000  0.0051
      3   0.0021  0.0033     0.0000  0.0060
      4   0.0031  0.0037     0.0000  0.0064
      5   0.0043  0.0037     0.0000  0.0067
      6   0.0046  0.0038     0.0000  0.0068
      7   0.0057  0.0035     0.0000  0.0069
      8   0.0062  0.0034     0.0000  0.0084
      9   0.0068  0.0030     0.0000  0.0090
     10   0.0060  0.0028     0.0000  0.0068
     11   0.0065  0.0023     0.0001  0.0068
     12   0.0064  0.0025     0.0000  0.0068
     13   0.0065  0.0024     0.0001  0.0068
     14   0.0068  0.0020     0.0001  0.0068
     15   0.0069  0.0020     0.0001  0.0069
     16   0.0070  0.0020     0.0002  0.0069
     17   0.0071  0.0021     0.0002  0.0070
     18   0.0072  0.0021     0.0003  0.0078
     19   0.0073  0.0022     0.0003  0.0089

