Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.7291  1.4148    -3.6252 -0.1796
      1  -2.5089  1.1655    -4.4526 -1.6140
      2  -2.9658  1.1525    -5.5877 -2.3560
      3  -3.4289  1.3715    -7.2413 -2.7103
      4  -4.1533  1.7801    -8.4646 -2.9411
      5  -3.3013  0.8398    -4.4142 -2.9234
      6  -3.3316  0.7474    -4.2550 -3.1154
      7  -3.8450  1.2632    -7.0803 -3.1654
      8  -3.5199  0.8063    -4.5783 -3.1686
      9  -3.6131  0.7771    -4.6981 -3.2270
     10  -3.4924  0.5671    -4.0366 -3.2237
     11  -3.7005  0.8471    -4.8220 -3.2731
     12  -3.6217  0.6405    -4.2320 -3.3137
     13  -3.5692  0.5006    -4.0609 -3.3269
     14  -3.6495  0.5112    -4.1518 -3.4390
     15  -3.6930  0.4610    -4.1708 -3.4698
     16  -3.7134  0.3899    -4.1705 -3.5152
     17  -3.6874  0.2986    -4.0844 -3.5141
     18  -3.6986  0.2428    -4.0828 -3.5749
     19  -3.6847  0.1885    -3.9746 -3.5701

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0971  0.0609     0.0006  0.1893
      1   0.0957  0.0612     0.0006  0.1890
      2   0.0939  0.0616     0.0008  0.1887
      3   0.0841  0.0628     0.0001  0.1866
      4   0.0549  0.0563     0.0001  0.1711
      5   0.0780  0.0574     0.0002  0.1807
      6   0.0875  0.0584     0.0024  0.1846
      7   0.0309  0.0277     0.0001  0.0822
      8   0.0377  0.0284     0.0001  0.0891
      9   0.0373  0.0279     0.0004  0.0879
     10   0.0431  0.0286     0.0027  0.0943
     11   0.0257  0.0177     0.0001  0.0550
     12   0.0281  0.0174     0.0008  0.0571
     13   0.0306  0.0173     0.0029  0.0594
     14   0.0298  0.0171     0.0025  0.0582
     15   0.0315  0.0180     0.0033  0.0615
     16   0.0338  0.0187     0.0048  0.0653
     17   0.0359  0.0185     0.0076  0.0671
     18   0.0381  0.0189     0.0087  0.0694
     19   0.0400  0.0187     0.0106  0.0713

