Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5023  1.7192    -9.1942 -4.1106
      1  -5.0963  1.0341    -6.5283 -3.9589
      2  -4.4170  0.8312    -5.2972 -3.4749
      3  -3.9333  0.9059    -4.7055 -2.1443
      4  -3.6085  1.0455    -4.3992 -1.2406
      5  -2.8266  1.4185    -4.2931 -0.4294
      6  -1.8547  1.4375    -3.9723 -0.1990
      7  -2.4821  1.2430    -4.1813 -0.7887
      8  -2.8115  1.0365    -4.1746 -1.6157
      9  -2.5292  1.0139    -3.7325 -1.3644
     10  -2.2328  1.3290    -4.7890 -0.7764
     11  -2.1103  1.0774    -3.3978 -0.8023
     12  -1.7985  1.3573    -4.1851 -0.3887
     13  -1.6707  1.1025    -3.0102 -0.3874
     14  -1.8417  0.9603    -3.0126 -0.7398
     15  -1.9152  0.8091    -2.9692 -1.0338
     16  -2.0077  0.7012    -3.0004 -1.2849
     17  -2.2813  0.8021    -3.3333 -1.5119
     18  -2.5912  0.9793    -3.8357 -1.7146
     19  -2.5291  0.7934    -3.6087 -1.7438

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1000  0.0597     0.0041  0.1897
      1   0.0989  0.0601     0.0033  0.1896
      2   0.0978  0.0606     0.0030  0.1894
      3   0.0915  0.0626     0.0013  0.1887
      4   0.0840  0.0646     0.0008  0.1882
      5   0.0281  0.0312     0.0001  0.0925
      6   0.0118  0.0080     0.0001  0.0241
      7   0.0130  0.0090     0.0001  0.0269
      8   0.0147  0.0098     0.0001  0.0301
      9   0.0144  0.0097     0.0001  0.0298
     10   0.0100  0.0066     0.0000  0.0195
     11   0.0106  0.0064     0.0001  0.0198
     12   0.0079  0.0043     0.0001  0.0131
     13   0.0083  0.0041     0.0001  0.0132
     14   0.0089  0.0044     0.0002  0.0138
     15   0.0095  0.0046     0.0003  0.0152
     16   0.0101  0.0049     0.0004  0.0167
     17   0.0087  0.0039     0.0003  0.0132
     18   0.0075  0.0031     0.0001  0.0114
     19   0.0077  0.0029     0.0002  0.0115

