Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9148  2.0008    -9.1322 -2.9710
      1  -4.1327  1.0518    -5.7190 -2.7686
      2  -3.3569  0.7296    -4.2283 -2.6739
      3  -3.7374  0.5835    -4.4060 -3.3881
      4  -3.5634  0.4877    -4.0149 -3.2864
      5  -3.7108  0.4570    -4.1361 -3.5214
      6  -3.6082  0.8988    -4.6260 -3.0312
      7  -3.6381  0.7580    -4.3429 -3.3700
      8  -3.6873  1.3565    -7.1547 -2.1385
      9  -3.5835  1.0482    -5.4532 -2.7466
     10  -3.5218  0.8017    -4.3991 -2.9543
     11  -3.5301  0.6354    -4.2124 -3.1927
     12  -3.4694  0.5057    -3.9467 -3.2002
     13  -3.6229  0.7605    -4.4204 -3.1876
     14  -3.5735  0.5898    -4.1633 -3.2178
     15  -3.5394  0.4652    -4.0298 -3.2346
     16  -3.5542  0.3723    -4.0086 -3.3408
     17  -3.4913  0.3594    -3.9352 -3.2697
     18  -3.4533  0.3114    -3.9028 -3.2511
     19  -3.4656  0.2499    -3.9028 -3.3332

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0591     0.0056  0.1898
      1   0.1009  0.0594     0.0048  0.1898
      2   0.1008  0.0595     0.0048  0.1898
      3   0.1010  0.0591     0.0054  0.1897
      4   0.1052  0.0580     0.0084  0.1904
      5   0.1067  0.0577     0.0089  0.1907
      6   0.0500  0.0410     0.0001  0.1287
      7   0.0563  0.0420     0.0001  0.1361
      8   0.0245  0.0247     0.0000  0.0705
      9   0.0273  0.0246     0.0000  0.0729
     10   0.0290  0.0244     0.0001  0.0742
     11   0.0325  0.0249     0.0007  0.0781
     12   0.0367  0.0256     0.0020  0.0828
     13   0.0215  0.0147     0.0001  0.0461
     14   0.0233  0.0146     0.0008  0.0473
     15   0.0250  0.0146     0.0018  0.0486
     16   0.0268  0.0145     0.0031  0.0506
     17   0.0273  0.0149     0.0032  0.0519
     18   0.0292  0.0155     0.0041  0.0546
     19   0.0309  0.0155     0.0064  0.0561

