trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1255 700.00  0.00 800.00 52.00  0
  1  769 430.00  0.00 800.00 52.00  1
  2  681 380.00  0.00 800.00 156.00  0
  3  716 400.00  0.00 800.00 104.00  0
  4  626 350.00  0.00 800.00 104.00  1
  5  734 410.00  0.00 800.00 104.00  1
  6  716 400.00  0.00 800.00 104.00  0
  7  643 360.00  0.00 800.00 52.00  1
  8  734 410.00  0.00 800.00 104.00  0
  9  769 430.00  0.00 800.00 52.00  1
 10  752 420.00  0.00 800.00 104.00  0
 11  752 430.00  0.00 800.00 52.00  1
 12  752 430.00  0.00 800.00 156.00  0
 13  752 410.00  0.00 800.00 52.00  0
 14 1421 790.00  0.00 800.00 520.00  0
 15  625 350.00  0.00 800.00 52.00  1
 16  733 410.00  0.00 800.00 52.00  1
 17  590 330.00  0.00 800.00 104.00  0
 18  625 350.00  0.00 800.00 52.00  1
 19  644 360.00  0.00 800.00 104.00  0
 20  644 360.00  0.00 800.00 156.00  1
 21 1022 570.00  0.00 800.00 104.00  0
 22  625 350.00  0.00 800.00 52.00  1
 23  643 360.00  0.00 800.00 52.00  1
 24  878 490.00  0.00 800.00 104.00  0
 25  500 280.00  0.00 800.00 104.00  0
 26  896 500.00  0.00 800.00 104.00  0
 27  734 410.00  0.00 800.00 104.00  1
 28  571 320.00  0.00 800.00 52.00  1
 29  878 490.00  0.00 800.00 104.00  0
 30  643 360.00  0.00 800.00 52.00  1
 31  428 240.00  0.00 800.00 104.00  0
 32  914 510.00  0.00 800.00 104.00  0
 33  571 320.00  0.00 800.00 52.00  1
 34  589 330.00  0.00 800.00 52.00  1
 35  824 460.00  0.00 800.00 104.00  0
 36  788 440.00  0.00 800.00 104.00  1
 37  950 530.00  0.00 800.00 104.00  0
 38  374 210.00  0.00 800.00 104.00  0
 39  499 280.00  0.00 800.00 52.00  1
 40  950 530.00  0.00 800.00 104.00  1
 41 1058 590.00  0.00 800.00 104.00  0
