trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1062 600.00  0.00 800.00  0.43  0
  1    0  10.00  0.00 800.00  0.43  1
  2    0  10.00  0.00 800.00  0.43  1
  3  718 400.00  0.00 800.00 260.00  0
  4    0  10.00  0.00 800.00  0.71  1
  5  751 420.00  0.00 800.00 52.00  0
  6 1421 790.00  0.00 800.00 520.00  0
  7  768 430.00  0.00 800.00 26.00  0
  8 1421 780.00  0.00 800.00 260.00  0
  9  785 440.00  0.00 800.00 21.50  0
 10  784 440.00  0.00 800.00 17.20  0
 11  838 470.00  0.00 800.00 17.20  0
 12  856 480.00  0.00 800.00 17.20  0
 13  837 470.00  0.00 800.00 12.90  0
 14  891 500.00  0.00 800.00 12.90  0
 15  801 450.00  0.00 800.00 12.90  0
 16  855 480.00  0.00 800.00 12.90  0
 17  819 460.00  0.00 800.00 12.90  0
 18  855 490.00  0.00 800.00 10.80  0
 19  819 440.00  0.00 800.00 17.20  0
 20  819 480.00  0.00 800.00 10.80  0
 21  836 470.00  0.00 800.00 10.80  0
 22  854 480.00  0.00 800.00 10.80  0
 23  854 460.00  0.00 800.00  8.60  0
 24  872 490.00  0.00 800.00 10.80  0
 25  801 450.00  0.00 800.00 12.90  0
 26  783 440.00  0.00 800.00 12.90  0
 27  836 470.00  0.00 800.00 10.80  0
 28  836 450.00  0.00 800.00  8.60  0
 29  801 450.00  0.00 800.00 12.90  0
 30  854 480.00  0.00 800.00 10.80  0
 31  783 440.00  0.00 800.00 12.90  0
 32  854 460.00  0.00 800.00  8.60  0
 33  783 450.00  0.00 800.00 17.20  0
 34  836 470.00  0.00 800.00 10.80  0
 35  836 470.00  0.00 800.00  8.60  0
 36  605 340.00  0.00 800.00 21.50  0
 37  231 130.00  0.00 800.00 156.00  0
 38  726 410.00  0.00 800.00  6.44  0
 39  943 530.00  0.00 800.00  8.60  0
 40  801 450.00  0.00 800.00 12.90  0
 41  197 110.00  0.00 800.00 520.00  0
