Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7573  2.0720    -9.1276 -2.6624
      1  -7.5067  1.1113    -6.0425 -6.0029
      2  -6.5921  0.6805    -7.6246 -5.9125
      3  -6.1504  0.5039    -6.8287 -5.7403
      4  -5.9790  0.4423    -6.4655 -5.6504
      5  -5.8193  0.4576    -6.3266 -5.3948
      6  -5.9050  0.2538    -6.3352 -5.8957
      7  -5.9160  0.1842    -6.3305 -5.9011
      8  -5.9190  0.1490    -6.3271 -5.9032
      9  -5.9208  0.1278    -6.3247 -5.9050
     10  -5.9212  0.1164    -6.3231 -5.9055
     11  -5.9218  0.1088    -6.3216 -5.9064
     12  -5.9221  0.1044    -6.3203 -5.9069
     13  -5.9221  0.1018    -6.3193 -5.9072
     14  -5.9221  0.1000    -6.3183 -5.9074
     15  -5.9221  0.0987    -6.3175 -5.9076
     16  -5.9220  0.0979    -6.3169 -5.9077
     17  -5.9221  0.0966    -6.3161 -5.9080
     18  -5.9221  0.0961    -6.3155 -5.9080
     19  -5.9220  0.0955    -6.3150 -5.9081
     20  -5.9219  0.0950    -6.3145 -5.9082
     21  -5.9219  0.0944    -6.3139 -5.9083
     22  -5.9220  0.0936    -6.3133 -5.9085
     23  -5.9219  0.0932    -6.3128 -5.9085
     24  -5.9219  0.0926    -6.3123 -5.9087
     25  -5.9219  0.0920    -6.3118 -5.9088
     26  -5.9219  0.0916    -6.3113 -5.9088
     27  -5.9218  0.0912    -6.3109 -5.9089
     28  -5.9218  0.0909    -6.3104 -5.9089
     29  -5.9217  0.0906    -6.3101 -5.9090
     30  -5.9217  0.0904    -6.3098 -5.9090
     31  -5.9217  0.0900    -6.3094 -5.9090
     32  -5.9216  0.0897    -6.3090 -5.9091
     33  -5.9216  0.0896    -6.3088 -5.9091
     34  -5.9216  0.0894    -6.3085 -5.9091
     35  -5.9215  0.0892    -6.3083 -5.9091
     36  -5.9215  0.0891    -6.3080 -5.9091
     37  -5.9214  0.0889    -6.3078 -5.9091
     38  -5.9214  0.0887    -6.3075 -5.9091
     39  -5.9214  0.0885    -6.3073 -5.9091
     40  -5.9213  0.0884    -6.3071 -5.9091
     41  -5.9213  0.0883    -6.3068 -5.9092

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1021  0.0585     0.0074  0.1899
      2   0.1007  0.0591     0.0060  0.1897
      3   0.1008  0.0590     0.0058  0.1897
      4   0.1032  0.0585     0.0069  0.1901
      5   0.1003  0.0591     0.0057  0.1895
      6   0.1121  0.0551     0.0159  0.1912
      7   0.1149  0.0534     0.0222  0.1914
      8   0.1162  0.0525     0.0254  0.1916
      9   0.1175  0.0517     0.0282  0.1917
     10   0.1180  0.0513     0.0294  0.1917
     11   0.1188  0.0508     0.0310  0.1918
     12   0.1193  0.0505     0.0322  0.1918
     13   0.1197  0.0502     0.0330  0.1919
     14   0.1200  0.0500     0.0338  0.1919
     15   0.1203  0.0498     0.0345  0.1919
     16   0.1205  0.0497     0.0349  0.1919
     17   0.1209  0.0495     0.0356  0.1920
     18   0.1210  0.0494     0.0359  0.1920
     19   0.1212  0.0493     0.0363  0.1920
     20   0.1213  0.0492     0.0366  0.1920
     21   0.1216  0.0490     0.0371  0.1920
     22   0.1219  0.0488     0.0377  0.1921
     23   0.1220  0.0488     0.0380  0.1921
     24   0.1223  0.0486     0.0385  0.1921
     25   0.1226  0.0484     0.0390  0.1921
     26   0.1227  0.0483     0.0394  0.1921
     27   0.1229  0.0482     0.0398  0.1922
     28   0.1231  0.0481     0.0402  0.1922
     29   0.1232  0.0480     0.0404  0.1922
     30   0.1232  0.0480     0.0406  0.1922
     31   0.1235  0.0479     0.0410  0.1922
     32   0.1236  0.0478     0.0414  0.1922
     33   0.1237  0.0477     0.0415  0.1922
     34   0.1237  0.0477     0.0417  0.1922
     35   0.1238  0.0477     0.0418  0.1922
     36   0.1238  0.0476     0.0419  0.1922
     37   0.1239  0.0476     0.0420  0.1923
     38   0.1240  0.0475     0.0422  0.1923
     39   0.1241  0.0475     0.0424  0.1923
     40   0.1241  0.0474     0.0425  0.1923
     41   0.1242  0.0474     0.0427  0.1923

