trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  101  60.00  0.00 800.00 21.50  1
  1  753 420.00  0.00 800.00 156.00  0
  2  695 390.00  0.00 800.00 21.50  0
  3  654 370.00  0.00 800.00  6.44  0
  4  742 420.00  0.00 800.00  3.00  0
  5  634 360.00  0.00 800.00  3.00  0
  6  687 390.00  0.00 800.00  2.00  1
  7  687 370.00  0.00 800.00  3.00  0
  8  687 380.00  0.00 800.00  3.00  0
  9  687 390.00  0.00 800.00  3.00  0
 10  687 410.00  0.00 800.00  1.00  0
 11 1416 790.00  0.00 800.00 26.00  0
 12  794 450.00  0.00 800.00  1.00  0
 13  777 440.00  0.00 800.00  2.00  0
 14  831 470.00  0.00 800.00  2.00  0
 15  848 480.00  0.00 800.00  1.00  0
 16  902 510.00  0.00 800.00  1.00  0
 17  776 440.00  0.00 800.00  1.00  0
 18  938 530.00  0.00 800.00  1.00  0
 19  866 490.00  0.00 800.00  1.00  0
 20  830 470.00  0.00 800.00  1.00  0
 21  848 480.00  0.00 800.00  1.00  0
 22  830 490.00  0.00 800.00  2.00  0
 23  830 490.00  0.00 800.00  2.00  0
 24  830 450.00  0.00 800.00  0.71  0
 25  866 490.00  0.00 800.00  1.00  0
 26  866 490.00  0.00 800.00  0.71  0
 27  884 500.00  0.00 800.00  1.00  0
 28  866 470.00  0.00 800.00  2.00  0
 29  866 510.00  0.00 800.00  2.00  0
 30  866 490.00  0.00 800.00  2.00  0
 31  866 480.00  0.00 800.00  0.71  0
 32  866 510.00  0.00 800.00  2.00  0
 33  866 500.00  0.00 800.00  0.71  0
 34  866 490.00  0.00 800.00  0.71  0
 35  866 500.00  0.00 800.00  0.71  0
 36  973 550.00  0.00 800.00  0.71  0
 37  973 540.00  0.00 800.00  0.43  0
 38  866 490.00  0.00 800.00  1.00  0
 39  973 570.00  0.00 800.00  0.43  0
 40  158  90.00  0.00 800.00 104.00  0
 41  973 540.00  0.00 800.00  0.43  0
