trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  173 100.00  0.00 800.00 21.50  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1025 570.00  0.00 800.00 520.00  0
  3  737 410.00  0.00 800.00 520.00  0
  4  647 360.00  0.00 800.00 520.00  0
  5  772 430.00  0.00 800.00 260.00  0
  6  771 430.00  0.00 800.00 156.00  0
  7  644 360.00  0.00 800.00 104.00  0
  8    0  10.00  0.00 800.00  0.43  1
  9  643 360.00  0.00 800.00 52.00  0
 10    0  10.00  0.00 800.00  0.71  1
 11  768 430.00  0.00 800.00 26.00  1
 12  643 360.00  0.00 800.00 52.00  0
 13    0  10.00  0.00 800.00  0.43  1
 14  696 390.00  0.00 800.00 26.00  1
 15  732 410.00  0.00 800.00 26.00  1
 16  823 460.00  0.00 800.00 52.00  0
 17  660 370.00  0.00 800.00 26.00  1
 18  823 480.00  0.00 800.00 104.00  0
 19  805 450.00  0.00 800.00 52.00  0
 20  606 340.00  0.00 800.00 26.00  1
 21  859 480.00  0.00 800.00 52.00  1
 22  913 510.00  0.00 800.00 52.00  0
 23  427 240.00  0.00 800.00 52.00  1
 24  913 510.00  0.00 800.00 104.00  0
 25  409 230.00  0.00 800.00 52.00  1
 26  967 540.00  0.00 800.00 52.00  0
 27  427 240.00  0.00 800.00 52.00  1
 28  427 230.00  0.00 800.00 26.00  1
 29  949 530.00  0.00 800.00 52.00  0
 30  445 250.00  0.00 800.00 52.00  1
 31  931 520.00  0.00 800.00 52.00  1
 32 1003 560.00  0.00 800.00 52.00  0
 33  463 260.00  0.00 800.00 52.00  1
 34 1003 540.00  0.00 800.00 26.00  1
 35 1039 580.00  0.00 800.00 52.00  0
 36 1039 600.00  0.00 800.00 26.00  1
 37  463 260.00  0.00 800.00 52.00  1
 38 1075 600.00  0.00 800.00 52.00  0
 39  481 270.00  0.00 800.00 52.00  1
 40 1075 600.00  0.00 800.00 26.00  1
 41  878 490.00  0.00 800.00 104.00  0
