trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  147  90.00  0.00 800.00  2.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  681 380.00  0.00 800.00 156.00  0
  4  716 400.00  0.00 800.00 104.00  0
  5  626 350.00  0.00 800.00 104.00  0
  6  751 420.00  0.00 800.00 52.00  1
  7  626 340.00  0.00 800.00 156.00  0
  8  626 360.00  0.00 800.00 156.00  0
  9  626 370.00  0.00 800.00 52.00  1
 10  626 350.00  0.00 800.00 156.00  0
 11  626 340.00  0.00 800.00 156.00  0
 12  626 360.00  0.00 800.00 52.00  1
 13  626 330.00  0.00 800.00 52.00  0
 14  571 320.00  0.00 800.00 52.00  0
 15  624 350.00  0.00 800.00 26.00  1
 16  642 360.00  0.00 800.00 26.00  1
 17  499 280.00  0.00 800.00 52.00  1
 18  535 300.00  0.00 800.00 52.00  0
 19 1421 790.00  0.00 800.00 520.00  0
 20  624 350.00  0.00 800.00 26.00  1
 21  642 360.00  0.00 800.00 26.00  1
 22  913 510.00  0.00 800.00 52.00  0
 23  445 250.00  0.00 800.00 52.00  1
 24  859 480.00  0.00 800.00 52.00  0
 25  517 290.00  0.00 800.00 52.00  1
 26  841 470.00  0.00 800.00 52.00  0
 27  643 360.00  0.00 800.00 52.00  0
 28  751 420.00  0.00 800.00 52.00  0
 29  678 380.00  0.00 800.00 26.00  0
 30  606 340.00  0.00 800.00 26.00  0
 31  498 280.00  0.00 800.00 26.00  1
 32  534 300.00  0.00 800.00 26.00  1
 33  534 290.00  0.00 800.00 52.00  1
 34  534 290.00  0.00 800.00 52.00  1
 35  895 500.00  0.00 800.00 52.00  0
 36  895 510.00  0.00 800.00 26.00  0
 37  552 310.00  0.00 800.00 26.00  1
 38  606 340.00  0.00 800.00 26.00  1
 39  624 350.00  0.00 800.00 26.00  1
 40  823 460.00  0.00 800.00 52.00  0
 41  787 440.00  0.00 800.00 52.00  0
