trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 4
6.0, 600, 0.0, 800, 4
7.0, 700, 0.0, 800, 4
8.0, 650, 0.0, 800, 4
9.0, 675, 0.0, 800, 4
10.0, 687, 0.0, 800, 4
11.0, 800, 156.0, 400, 0
12.0, 800, 156.0, 200, 0
13.0, 800, 156.0, 300, 0
14.0, 800, 156.0, 250, 0
15.0, 800, 156.0, 225, 0
16.0, 800, 156.0, 237, 0
17.0, 400, 0.0, 800, 520
18.0, 200, 0.0, 800, 520
19.0, 100, 0.0, 800, 520
20.0, 50, 0.0, 800, 520
21.0, 75, 0.0, 800, 520
22.0, 87, 0.0, 800, 520
23.0, 400, 0.0, 800, 1
24.0, 600, 0.0, 800, 1
25.0, 700, 0.0, 800, 1
26.0, 750, 0.0, 800, 1
27.0, 775, 0.0, 800, 1
28.0, 762, 0.0, 800, 1
29.0, 400, 0.0, 800, 52
30.0, 200, 0.0, 800, 52
31.0, 100, 0.0, 800, 52
32.0, 150, 0.0, 800, 52
33.0, 175, 0.0, 800, 52
34.0, 162, 0.0, 800, 52
35.0, 800, 26.0, 400, 0
36.0, 800, 26.0, 600, 0
37.0, 800, 26.0, 500, 0
38.0, 800, 26.0, 450, 0
39.0, 800, 26.0, 425, 0
40.0, 800, 26.0, 437, 0
41.0, 400, 0.0, 800, 2
42.0, 600, 0.0, 800, 2
43.0, 700, 0.0, 800, 2
44.0, 650, 0.0, 800, 2
45.0, 625, 0.0, 800, 2
46.0, 637, 0.0, 800, 2
