Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5361  2.7588    -8.9908 -0.4197
      1  -4.5952  2.7361    -8.9981 -0.4713
      2  -4.5540  2.7380    -8.9896 -0.4611
      3  -4.5108  2.7380    -8.9795 -0.4502
      4  -4.4661  2.7383    -8.9689 -0.4375
      5  -4.4176  2.7421    -8.9587 -0.4200
      6  -4.3607  2.7483    -8.9471 -0.3960
      7  -4.2886  2.7551    -8.9306 -0.3624
      8  -4.1870  2.7707    -8.9097 -0.3116
      9  -4.0341  2.7966    -8.8788 -0.2472
     10  -3.7969  2.8296    -8.8277 -0.1864
     11  -3.4325  2.8560    -8.7406 -0.1340
     12  -2.9287  2.8213    -8.5754 -0.0970
     13  -2.3283  2.6661    -8.2604 -0.0737
     14  -1.7367  2.3678    -7.6541 -0.0602
     15  -1.2676  1.9821    -6.4942 -0.0529
     16  -0.9496  1.5983    -4.5328 -0.0490
     17  -0.7602  1.2825    -3.0930 -0.0470
     18  -0.5422  1.0332    -2.0799 -0.0420
     19  -0.4708  0.8302    -1.8110 -0.0414

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0005  0.0018     0.0000  0.0012
      1   0.0001  0.0002     0.0000  0.0001
      2   0.0001  0.0002     0.0000  0.0001
      3   0.0001  0.0002     0.0000  0.0001
      4   0.0001  0.0003     0.0000  0.0001
      5   0.0001  0.0005     0.0000  0.0001
      6   0.0002  0.0007     0.0000  0.0001
      7   0.0002  0.0009     0.0000  0.0001
      8   0.0003  0.0013     0.0000  0.0001
      9   0.0006  0.0017     0.0000  0.0017
     10   0.0009  0.0022     0.0000  0.0041
     11   0.0015  0.0028     0.0000  0.0054
     12   0.0025  0.0033     0.0000  0.0060
     13   0.0036  0.0035     0.0000  0.0063
     14   0.0047  0.0033     0.0000  0.0065
     15   0.0056  0.0028     0.0000  0.0066
     16   0.0062  0.0023     0.0000  0.0066
     17   0.0066  0.0017     0.0001  0.0066
     18   0.0067  0.0014     0.0002  0.0066
     19   0.0069  0.0011     0.0003  0.0067

