trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1152 650.00  0.00 800.00  0.43  1
  1  647 360.00  0.00 800.00 520.00  0
  2  769 430.00  0.00 800.00 52.00  0
  3  695 390.00  0.00 800.00 21.50  1
  4  822 460.00  0.00 800.00 26.00  1
  5  661 370.00  0.00 800.00 52.00  0
  6  804 450.00  0.00 800.00 26.00  1
  7  679 380.00  0.00 800.00 52.00  0
  8  804 470.00  0.00 800.00 52.00  0
  9  804 440.00  0.00 800.00 21.50  1
 10  804 440.00  0.00 800.00 21.50  1
 11  679 380.00  0.00 800.00 52.00  0
 12  571 320.00  0.00 800.00 52.00  0
 13  804 450.00  0.00 800.00 26.00  0
 14  822 460.00  0.00 800.00 26.00  0
 15  840 470.00  0.00 800.00 26.00  0
 16  840 480.00  0.00 800.00 52.00  0
 17  840 450.00  0.00 800.00 21.50  0
 18  660 370.00  0.00 800.00 26.00  1
 19  660 380.00  0.00 800.00 52.00  0
 20  678 380.00  0.00 800.00 26.00  1
 21  858 480.00  0.00 800.00 26.00  0
 22  678 390.00  0.00 800.00 52.00  0
 23  678 370.00  0.00 800.00 52.00  0
 24  678 400.00  0.00 800.00 52.00  0
 25  749 420.00  0.00 800.00 21.50  1
 26  696 390.00  0.00 800.00 26.00  1
 27  840 470.00  0.00 800.00 26.00  0
 28  840 470.00  0.00 800.00 21.50  0
 29  696 390.00  0.00 800.00 26.00  1
 30  767 430.00  0.00 800.00 21.50  0
 31  678 380.00  0.00 800.00 26.00  1
 32  678 360.00  0.00 800.00 52.00  0
 33  678 370.00  0.00 800.00 21.50  1
 34  749 420.00  0.00 800.00 21.50  1
 35  749 410.00  0.00 800.00 26.00  1
 36  749 420.00  0.00 800.00 17.20  1
 37  445 250.00  0.00 800.00 52.00  0
 38  678 380.00  0.00 800.00 26.00  1
 39  678 370.00  0.00 800.00 52.00  0
 40  678 360.00  0.00 800.00 52.00  0
 41  678 380.00  0.00 800.00 21.50  1
