Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -4.0159  1.1230    -5.7982 -2.4845
      2  -3.1968  0.7253    -4.2129 -2.4009
      3  -3.7321  0.5445    -4.4075 -3.3334
      4  -4.0416  0.5622    -4.7777 -3.7293
      5  -4.4937  0.9417    -6.6152 -3.8045
      6  -4.2653  0.6939    -5.2498 -3.7904
      7  -4.1292  0.7466    -5.0695 -3.6082
      8  -4.0257  0.6551    -4.6149 -3.5502
      9  -4.0351  0.5122    -4.5015 -3.7753
     10  -4.0249  0.3918    -4.4815 -3.8807
     11  -4.0170  0.3039    -4.4690 -3.9612
     12  -4.0028  0.2333    -4.4489 -3.9617
     13  -3.9943  0.1870    -4.4340 -3.9621
     14  -3.9894  0.1576    -4.4237 -3.9624
     15  -3.9925  0.1375    -4.4231 -3.9661
     16  -4.1816  0.4448    -4.7536 -3.8750
     17  -4.3867  0.7194    -5.2883 -3.8811
     18  -4.3402  0.5694    -5.0533 -3.9235
     19  -4.2924  0.4653    -4.9442 -3.9310
     20  -4.3060  0.3931    -4.9298 -3.9864
     21  -4.2732  0.3340    -4.7975 -3.9840
     22  -4.4048  0.4584    -5.0400 -4.0148
     23  -4.6112  0.7411    -5.5861 -4.0247
     24  -4.5662  0.5927    -5.3362 -4.0532
     25  -4.5413  0.4901    -5.2923 -4.0687
     26  -4.4968  0.4267    -5.2049 -4.0570
     27  -4.4635  0.3773    -5.1040 -4.0475
     28  -4.4889  0.3426    -5.1225 -4.1065
     29  -4.4630  0.3133    -5.0534 -4.0944
     30  -4.4846  0.2916    -5.0578 -4.1604
     31  -4.4727  0.2754    -5.0433 -4.1564
     32  -4.3655  0.3206    -5.0020 -4.0012
     33  -4.2665  0.3863    -4.9426 -3.8500
     34  -4.2954  0.3545    -4.9598 -3.9352
     35  -4.3032  0.3274    -4.9614 -3.9655
     36  -4.3276  0.3090    -4.9760 -3.9881
     37  -4.2998  0.2929    -4.9304 -3.9791
     38  -4.2498  0.2862    -4.8401 -3.9505
     39  -4.2272  0.2739    -4.7828 -3.9230
     40  -4.2481  0.2625    -4.7879 -3.9701
     41  -4.2309  0.2535    -4.7734 -3.9658

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1015  0.0588     0.0066  0.1898
      2   0.1021  0.0585     0.0075  0.1899
      3   0.1004  0.0591     0.0058  0.1896
      4   0.0945  0.0604     0.0033  0.1886
      5   0.0368  0.0358     0.0001  0.1083
      6   0.0456  0.0379     0.0001  0.1193
      7   0.0390  0.0319     0.0001  0.0980
      8   0.0437  0.0338     0.0001  0.1060
      9   0.0494  0.0340     0.0023  0.1110
     10   0.0526  0.0335     0.0054  0.1134
     11   0.0546  0.0331     0.0083  0.1148
     12   0.0557  0.0327     0.0102  0.1154
     13   0.0567  0.0324     0.0120  0.1160
     14   0.0574  0.0322     0.0136  0.1164
     15   0.0588  0.0320     0.0150  0.1173
     16   0.0193  0.0099     0.0015  0.0340
     17   0.0129  0.0072     0.0001  0.0227
     18   0.0134  0.0070     0.0004  0.0230
     19   0.0142  0.0069     0.0008  0.0238
     20   0.0150  0.0069     0.0011  0.0247
     21   0.0157  0.0069     0.0015  0.0254
     22   0.0124  0.0057     0.0006  0.0197
     23   0.0087  0.0044     0.0001  0.0134
     24   0.0090  0.0042     0.0002  0.0134
     25   0.0092  0.0040     0.0004  0.0135
     26   0.0096  0.0041     0.0005  0.0137
     27   0.0100  0.0042     0.0006  0.0138
     28   0.0105  0.0043     0.0007  0.0146
     29   0.0109  0.0043     0.0007  0.0155
     30   0.0113  0.0044     0.0008  0.0163
     31   0.0116  0.0044     0.0009  0.0167
     32   0.0094  0.0036     0.0006  0.0132
     33   0.0079  0.0026     0.0004  0.0115
     34   0.0081  0.0027     0.0005  0.0119
     35   0.0083  0.0028     0.0005  0.0121
     36   0.0085  0.0029     0.0005  0.0124
     37   0.0087  0.0031     0.0005  0.0126
     38   0.0088  0.0031     0.0006  0.0127
     39   0.0091  0.0033     0.0006  0.0129
     40   0.0094  0.0034     0.0006  0.0130
     41   0.0096  0.0035     0.0006  0.0131

