Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6133  2.7295    -9.0004 -0.4863
      1  -2.1753  1.3949    -4.3363 -0.2373
      2  -1.1453  0.9161    -2.3388 -0.1310
      3  -0.6204  0.7230    -1.3230 -0.0773
      4  -1.0005  0.6722    -1.5428 -0.6443
      5  -1.1688  0.6650    -1.7282 -0.9217
      6  -1.5234  1.0511    -2.9789 -1.0637
      7  -1.3758  1.1257    -2.7757 -0.8868
      8  -1.6719  1.3627    -4.8282 -1.0156
      9  -1.4738  1.0744    -2.5373 -1.0233
     10  -1.4997  0.9584    -2.3174 -1.1042
     11  -1.3971  0.7403    -1.8357 -1.1032
     12  -1.4037  1.0794    -2.2753 -0.9502
     13  -1.2968  0.8205    -1.7628 -0.9652
     14  -1.2214  0.8094    -1.5956 -0.8804
     15  -1.1916  0.6217    -1.5765 -0.9969
     16  -1.3048  0.7443    -1.7315 -1.0666
     17  -1.3624  0.7285    -1.7827 -1.0902
     18  -1.7923  1.4839    -5.8049 -1.0802
     19  -4.5510  2.7341    -8.9899 -0.5025

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0072  0.1899
      1   0.1021  0.0586     0.0073  0.1899
      2   0.1024  0.0584     0.0081  0.1899
      3   0.1032  0.0579     0.0095  0.1900
      4   0.1003  0.0587     0.0072  0.1895
      5   0.1004  0.0594     0.0062  0.1898
      6   0.0479  0.0405     0.0001  0.1276
      7   0.0484  0.0398     0.0001  0.1250
      8   0.0305  0.0267     0.0000  0.0797
      9   0.0353  0.0271     0.0001  0.0842
     10   0.0384  0.0287     0.0002  0.0904
     11   0.0428  0.0287     0.0025  0.0944
     12   0.0285  0.0196     0.0001  0.0617
     13   0.0308  0.0193     0.0013  0.0635
     14   0.0314  0.0202     0.0014  0.0663
     15   0.0338  0.0200     0.0035  0.0680
     16   0.0280  0.0159     0.0019  0.0539
     17   0.0283  0.0159     0.0020  0.0542
     18   0.0142  0.0099     0.0000  0.0288
     19   0.0002  0.0010     0.0000  0.0001

