Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7573  2.0721    -9.1276 -2.6624
      1  -3.8724  1.0488    -5.5240 -2.4701
      2  -3.0596  0.6856    -3.9417 -2.3864
      3  -3.4578  0.5430    -4.0818 -3.1177
      4  -3.2858  0.4545    -3.6962 -3.0012
      5  -3.1419  0.4322    -3.5440 -2.8966
      6  -3.0171  0.7765    -3.6147 -2.5219
      7  -2.9028  0.7136    -3.3874 -2.4600
      8  -2.9227  0.5799    -3.3708 -2.6243
      9  -3.1288  0.8543    -3.9218 -2.6739
     10  -3.0423  0.8711    -3.8355 -2.6064
     11  -2.9954  0.6825    -3.4136 -2.6814
     12  -2.9271  0.5739    -3.3589 -2.6643
     13  -2.9145  0.4457    -3.3421 -2.7634
     14  -2.8817  0.3462    -3.2707 -2.7646
     15  -2.8608  0.2688    -3.1333 -2.7661
     16  -2.8650  0.2069    -3.1328 -2.8585
     17  -2.8524  0.1753    -3.1224 -2.8567
     18  -2.8549  0.1323    -3.1223 -2.8616
     19  -2.8301  0.2918    -3.1221 -2.6513
     20  -2.8414  0.2304    -3.1222 -2.7105
     21  -2.8179  0.2699    -3.1194 -2.6412
     22  -2.8329  0.2157    -3.1199 -2.6891
     23  -2.8340  0.1675    -3.1196 -2.7116
     24  -2.8410  0.1317    -3.1197 -2.7752
     25  -2.8460  0.1039    -3.1198 -2.8558
     26  -2.8483  0.0836    -3.1197 -2.8590
     27  -2.8505  0.0681    -3.1196 -2.8618
     28  -2.8513  0.0584    -3.1196 -2.8629
     29  -2.8536  0.0479    -3.1196 -2.8653
     30  -2.8415  0.0861    -3.1193 -2.8072
     31  -2.8440  0.0750    -3.1193 -2.8547
     32  -2.8491  0.0612    -3.1194 -2.8606
     33  -2.8527  0.0496    -3.1196 -2.8644
     34  -2.8560  0.0403    -3.1200 -2.8673
     35  -2.8549  0.0343    -3.1191 -2.8672
     36  -2.8541  0.0305    -3.1185 -2.8671
     37  -2.8472  0.0579    -3.1184 -2.8598
     38  -2.8484  0.0524    -3.1184 -2.8612
     39  -2.8495  0.0481    -3.1184 -2.8624
     40  -2.8516  0.0408    -3.1185 -2.8645
     41  -2.8520  0.0388    -3.1184 -2.8649

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0075  0.1899
      1   0.1021  0.0586     0.0073  0.1899
      2   0.1027  0.0584     0.0080  0.1900
      3   0.1023  0.0588     0.0072  0.1900
      4   0.1056  0.0577     0.0098  0.1905
      5   0.1042  0.0580     0.0097  0.1902
      6   0.0466  0.0373     0.0005  0.1189
      7   0.0473  0.0380     0.0013  0.1221
      8   0.0553  0.0395     0.0036  0.1309
      9   0.0339  0.0246     0.0001  0.0771
     10   0.0320  0.0232     0.0001  0.0728
     11   0.0353  0.0231     0.0014  0.0753
     12   0.0386  0.0240     0.0030  0.0802
     13   0.0417  0.0239     0.0062  0.0825
     14   0.0445  0.0240     0.0083  0.0855
     15   0.0472  0.0241     0.0101  0.0881
     16   0.0497  0.0238     0.0132  0.0900
     17   0.0525  0.0246     0.0145  0.0944
     18   0.0542  0.0243     0.0166  0.0954
     19   0.0350  0.0164     0.0081  0.0613
     20   0.0372  0.0163     0.0098  0.0632
     21   0.0338  0.0151     0.0084  0.0578
     22   0.0359  0.0151     0.0099  0.0598
     23   0.0367  0.0148     0.0113  0.0602
     24   0.0380  0.0147     0.0133  0.0612
     25   0.0392  0.0146     0.0146  0.0619
     26   0.0400  0.0145     0.0153  0.0624
     27   0.0407  0.0143     0.0161  0.0632
     28   0.0411  0.0142     0.0167  0.0635
     29   0.0421  0.0142     0.0176  0.0646
     30   0.0347  0.0115     0.0143  0.0522
     31   0.0352  0.0114     0.0148  0.0526
     32   0.0361  0.0114     0.0153  0.0534
     33   0.0369  0.0115     0.0160  0.0541
     34   0.0378  0.0117     0.0164  0.0550
     35   0.0384  0.0116     0.0172  0.0555
     36   0.0391  0.0115     0.0181  0.0563
     37   0.0329  0.0097     0.0148  0.0469
     38   0.0332  0.0096     0.0151  0.0471
     39   0.0336  0.0095     0.0154  0.0473
     40   0.0341  0.0095     0.0158  0.0476
     41   0.0343  0.0095     0.0160  0.0477

