trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  901 510.00  0.00 800.00  0.71  1
  1  806 450.00  0.00 800.00 104.00  0
  2  693 390.00  0.00 800.00 12.90  0
  3  707 400.00  0.00 800.00  4.30  0
  4  634 360.00  0.00 800.00  3.00  1
  5  742 420.00  0.00 800.00  3.00  0
  6  634 340.00  0.00 800.00  2.00  0
  7 1417 790.00  0.00 800.00 52.00  0
  8 1417 770.00  0.00 800.00 26.00  0
  9  723 410.00  0.00 800.00  2.00  0
 10  831 470.00  0.00 800.00  2.00  0
 11  525 300.00  0.00 800.00  2.00  0
 12 1417 790.00  0.00 800.00 52.00  0
 13  903 510.00  0.00 800.00  2.00  0
 14  777 440.00  0.00 800.00  2.00  0
 15  632 360.00  0.00 800.00  1.00  1
 16  741 420.00  0.00 800.00  2.00  0
 17  722 410.00  0.00 800.00  1.00  0
 18 1010 570.00  0.00 800.00  1.00  0
 19  974 550.00  0.00 800.00  1.00  0
 20  956 540.00  0.00 800.00  1.00  0
 21  722 410.00  0.00 800.00  1.00  0
 22  920 520.00  0.00 800.00  1.00  0
 23  920 500.00  0.00 800.00  0.71  0
 24  920 520.00  0.00 800.00  2.00  1
 25 1136 640.00  0.00 800.00  1.00  0
 26 1100 620.00  0.00 800.00  1.00  1
 27 1418 790.00  0.00 800.00 104.00  1
 28 1417 790.00  0.00 800.00 52.00  0
 29 1417 770.00  0.00 800.00 26.00  0
 30 1417 780.00  0.00 800.00 104.00  0
 31 1417 770.00  0.00 800.00 26.00  0
 32 1417 770.00  0.00 800.00 104.00  0
 33 1418 790.00  0.00 800.00 104.00  0
 34 1418 790.00  0.00 800.00 156.00  0
 35 1419 790.00  0.00 800.00 156.00  0
 36 1419 790.00  0.00 800.00 104.00  0
 37 1420 790.00  0.00 800.00 260.00  0
 38 1420 790.00  0.00 800.00 156.00  0
 39 1420 790.00  0.00 800.00 520.00  0
 40  830 470.00  0.00 800.00  1.00  0
 41  830 490.00  0.00 800.00  2.00  0
