trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 52
6.0, 600, 0.0, 800, 52
7.0, 700, 0.0, 800, 52
8.0, 750, 0.0, 800, 52
9.0, 775, 0.0, 800, 52
10.0, 787, 0.0, 800, 52
11.0, 400, 0.0, 800, 26
12.0, 600, 0.0, 800, 26
13.0, 700, 0.0, 800, 26
14.0, 750, 0.0, 800, 26
15.0, 775, 0.0, 800, 26
16.0, 787, 0.0, 800, 26
17.0, 800, 156.0, 400, 0
18.0, 800, 156.0, 200, 0
19.0, 800, 156.0, 300, 0
20.0, 800, 156.0, 350, 0
21.0, 800, 156.0, 375, 0
22.0, 800, 156.0, 387, 0
23.0, 400, 0.0, 800, 1
24.0, 200, 0.0, 800, 1
25.0, 300, 0.0, 800, 1
26.0, 350, 0.0, 800, 1
27.0, 375, 0.0, 800, 1
28.0, 387, 0.0, 800, 1
29.0, 400, 0.0, 800, 2
30.0, 600, 0.0, 800, 2
31.0, 700, 0.0, 800, 2
32.0, 750, 0.0, 800, 2
33.0, 775, 0.0, 800, 2
34.0, 787, 0.0, 800, 2
35.0, 400, 0.0, 800, 520
36.0, 600, 0.0, 800, 520
37.0, 500, 0.0, 800, 520
38.0, 450, 0.0, 800, 520
39.0, 475, 0.0, 800, 520
40.0, 487, 0.0, 800, 520
41.0, 800, 4.0, 400, 0
42.0, 800, 4.0, 200, 0
43.0, 800, 4.0, 100, 0
44.0, 800, 4.0, 150, 0
45.0, 800, 4.0, 175, 0
46.0, 800, 4.0, 187, 0
