Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -8.1348  1.4859    -3.0918 -5.1040
      1  -7.6529  1.5143    -8.9540 -4.0047
      2  -7.3801  1.5520    -8.5588 -3.4365
      3  -6.8675  1.8591    -8.4006 -2.0793
      4  -5.5530  2.3443    -8.5405 -0.8725
      5  -4.1472  2.5938    -8.7512 -0.4241
      6  -4.4493  2.7162    -8.9500 -0.4466
      7  -4.4054  2.7109    -8.9343 -0.4356
      8  -4.3961  2.7103    -8.9310 -0.4309
      9  -4.3714  2.7110    -8.9233 -0.4185
     10  -4.2748  2.7084    -8.8914 -0.3836
     11  -4.1241  2.7058    -8.8425 -0.3334
     12  -3.9007  2.6929    -8.7585 -0.2718
     13  -3.5889  2.6504    -8.6065 -0.2178
     14  -3.2109  2.5532    -8.3216 -0.1751
     15  -2.8269  2.3957    -7.7859 -0.1462
     16  -2.5031  2.2081    -6.8922 -0.1285
     17  -3.7461  1.9856    -7.3910 -0.5390
     18  -3.6748  1.8447    -6.7255 -0.5724
     19  -2.7771  1.8815    -6.6372 -0.2781

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0946  0.0624     0.0001  0.1890
      1   0.0867  0.0636     0.0000  0.1875
      2   0.0838  0.0646     0.0000  0.1873
      3   0.0538  0.0555     0.0000  0.1656
      4   0.0086  0.0113     0.0000  0.0284
      5   0.0022  0.0033     0.0000  0.0060
      6   0.0001  0.0005     0.0000  0.0001
      7   0.0002  0.0007     0.0000  0.0001
      8   0.0002  0.0009     0.0000  0.0001
      9   0.0003  0.0013     0.0000  0.0001
     10   0.0006  0.0017     0.0000  0.0017
     11   0.0009  0.0022     0.0000  0.0041
     12   0.0015  0.0028     0.0000  0.0053
     13   0.0024  0.0032     0.0000  0.0059
     14   0.0034  0.0034     0.0000  0.0063
     15   0.0045  0.0033     0.0000  0.0065
     16   0.0055  0.0029     0.0000  0.0066
     17   0.0050  0.0031     0.0000  0.0065
     18   0.0058  0.0026     0.0000  0.0066
     19   0.0056  0.0028     0.0000  0.0066

