Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.5698  1.3010    -5.8003 -6.1884
      1  -6.7041  1.0137    -7.8094 -5.8549
      2  -6.2571  0.9792    -7.0517 -5.0669
      3  -6.0786  0.9727    -6.7632 -4.6615
      4  -5.6067  1.3781    -6.6508 -2.2062
      5  -4.4755  1.9975    -7.5285 -0.7192
      6  -3.3632  2.2350    -7.9940 -0.3527
      7  -3.1277  2.0460    -7.0922 -0.3362
      8  -2.2990  2.0331    -7.0909 -0.1955
      9  -2.0344  1.7635    -5.7097 -0.1830
     10  -1.4926  1.5825    -4.8646 -0.1261
     11  -1.3337  1.3261    -3.6558 -0.1216
     12  -0.9855  1.1489    -2.6847 -0.0898
     13  -1.3797  1.2500    -3.3201 -0.1916
     14  -1.0999  1.1544    -2.6115 -0.1340
     15  -1.3541  1.1620    -2.8953 -0.2765
     16  -1.2674  0.9550    -2.5852 -0.2747
     17  -1.0272  0.9572    -2.2257 -0.1649
     18  -1.1498  0.8883    -2.2950 -0.2856
     19  -1.3290  0.8678    -2.4475 -0.4680

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0985  0.0603     0.0005  0.1894
      1   0.0956  0.0613     0.0001  0.1890
      2   0.0931  0.0618     0.0001  0.1885
      3   0.0920  0.0615     0.0001  0.1880
      4   0.0538  0.0522     0.0000  0.1603
      5   0.0094  0.0098     0.0000  0.0258
      6   0.0049  0.0039     0.0000  0.0071
      7   0.0059  0.0036     0.0000  0.0084
      8   0.0057  0.0033     0.0000  0.0069
      9   0.0064  0.0028     0.0000  0.0069
     10   0.0066  0.0027     0.0000  0.0070
     11   0.0069  0.0023     0.0001  0.0070
     12   0.0071  0.0022     0.0001  0.0074
     13   0.0069  0.0023     0.0001  0.0069
     14   0.0069  0.0022     0.0001  0.0069
     15   0.0069  0.0023     0.0001  0.0070
     16   0.0071  0.0020     0.0002  0.0070
     17   0.0070  0.0019     0.0002  0.0069
     18   0.0071  0.0019     0.0003  0.0070
     19   0.0071  0.0020     0.0003  0.0070

