Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9905  1.9585    -9.1399 -3.1169
      1  -4.4665  1.1231    -6.2222 -2.9729
      2  -5.2622  0.7444    -6.2976 -4.5014
      3  -5.6735  0.5839    -6.4132 -5.2733
      4  -5.9478  0.5396    -6.5637 -5.6739
      5  -6.1084  0.5466    -6.8144 -5.8873
      6  -6.0288  0.3620    -6.3183 -5.8811
      7  -5.8382  0.6353    -6.3187 -5.5864
      8  -5.9454  0.6830    -6.5070 -5.7361
      9  -5.2608  2.0220    -8.5496 -1.0170
     10  -5.4500  1.6991    -8.1453 -1.5246
     11  -5.5970  1.3707    -7.5088 -2.4912
     12  -5.6943  1.0834    -7.0496 -4.1736
     13  -5.7523  0.8598    -6.8604 -4.9560
     14  -5.7839  0.7032    -6.7979 -5.0977
     15  -5.7344  0.5880    -6.5694 -5.1133
     16  -5.4816  0.7826    -6.4846 -4.6654
     17  -5.2044  1.0538    -6.4942 -3.7932
     18  -5.2348  0.8541    -6.3041 -4.2637
     19  -5.2512  0.7177    -6.2584 -4.3984

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0590     0.0056  0.1897
      1   0.1009  0.0590     0.0057  0.1897
      2   0.1011  0.0589     0.0060  0.1897
      3   0.1019  0.0587     0.0067  0.1898
      4   0.1007  0.0589     0.0060  0.1896
      5   0.0987  0.0593     0.0051  0.1892
      6   0.1119  0.0557     0.0140  0.1913
      7   0.0612  0.0431     0.0014  0.1429
      8   0.0555  0.0394     0.0005  0.1285
      9   0.0061  0.0078     0.0000  0.0186
     10   0.0080  0.0080     0.0000  0.0201
     11   0.0096  0.0079     0.0000  0.0208
     12   0.0106  0.0076     0.0000  0.0219
     13   0.0113  0.0074     0.0001  0.0225
     14   0.0117  0.0072     0.0003  0.0228
     15   0.0126  0.0075     0.0005  0.0243
     16   0.0089  0.0046     0.0001  0.0139
     17   0.0069  0.0033     0.0000  0.0105
     18   0.0073  0.0030     0.0001  0.0108
     19   0.0075  0.0027     0.0002  0.0109

