trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  162 100.00  0.00 800.00  0.43  1
  1  647 360.00  0.00 800.00 520.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  771 430.00  0.00 800.00 156.00  0
  4  716 400.00  0.00 800.00 104.00  0
  5  626 350.00  0.00 800.00 104.00  1
  6  734 410.00  0.00 800.00 104.00  0
  7  608 340.00  0.00 800.00 104.00  1
  8  734 420.00  0.00 800.00 52.00  0
  9 1421 790.00  0.00 800.00 520.00  0
 10  625 350.00  0.00 800.00 52.00  1
 11  824 460.00  0.00 800.00 104.00  0
 12  697 390.00  0.00 800.00 52.00  1
 13  626 350.00  0.00 800.00 104.00  1
 14  806 450.00  0.00 800.00 104.00  0
 15  590 330.00  0.00 800.00 104.00  1
 16  572 320.00  0.00 800.00 104.00  1
 17  788 440.00  0.00 800.00 104.00  0
 18  572 310.00  0.00 800.00 156.00  0
 19  572 330.00  0.00 800.00 156.00  1
 20  806 450.00  0.00 800.00 104.00  0
 21  536 300.00  0.00 800.00 104.00  1
 22  788 440.00  0.00 800.00 104.00  0
 23  554 310.00  0.00 800.00 104.00  1
 24  788 440.00  0.00 800.00 52.00  1
 25  788 460.00  0.00 800.00 156.00  0
 26  770 430.00  0.00 800.00 104.00  0
 27  788 430.00  0.00 800.00 156.00  0
 28  788 420.00  0.00 800.00 52.00  0
 29  536 300.00  0.00 800.00 104.00  1
 30  536 300.00  0.00 800.00 52.00  1
 31  554 310.00  0.00 800.00 104.00  1
 32  536 290.00  0.00 800.00 156.00  1
 33  824 460.00  0.00 800.00 104.00  0
 34  518 290.00  0.00 800.00 104.00  1
 35  536 300.00  0.00 800.00 104.00  1
 36  806 450.00  0.00 800.00 104.00  0
 37  554 310.00  0.00 800.00 104.00  1
 38  536 300.00  0.00 800.00 104.00  1
 39  806 450.00  0.00 800.00 104.00  0
 40  788 440.00  0.00 800.00 104.00  1
 41  806 450.00  0.00 800.00 52.00  0
