Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1491  1.8825    -9.1567 -3.4302
      1  -4.6076  1.0658    -6.2220 -3.2521
      2  -3.8250  0.7517    -4.7270 -3.1645
      3  -4.2233  0.5715    -4.8709 -3.8315
      4  -4.3848  0.4868    -4.9520 -4.1864
      5  -4.5291  0.4819    -5.1360 -4.3237
      6  -4.8520  0.8663    -6.3899 -4.3818
      7  -5.2949  1.1897    -7.5719 -4.1494
      8  -5.0643  0.9205    -6.4529 -4.3947
      9  -4.9584  0.7342    -5.8710 -4.4945
     10  -4.8701  0.6208    -5.5506 -4.4956
     11  -4.7686  0.5919    -5.3979 -4.4209
     12  -4.7998  0.4720    -5.3702 -4.5250
     13  -4.9115  0.5602    -5.5170 -4.6037
     14  -5.0521  0.9382    -6.1558 -4.3255
     15  -5.0705  0.7229    -5.9394 -4.6162
     16  -5.2193  1.3244    -7.4448 -2.4763
     17  -4.7940  2.6840    -9.0189 -0.5436
     18  -4.8324  2.6514    -9.0137 -0.5686
     19  -4.7822  2.7115    -9.0290 -0.5316

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0593     0.0049  0.1898
      1   0.1007  0.0595     0.0047  0.1898
      2   0.1004  0.0598     0.0044  0.1898
      3   0.1011  0.0591     0.0054  0.1898
      4   0.1042  0.0585     0.0074  0.1903
      5   0.1019  0.0591     0.0063  0.1900
      6   0.0408  0.0361     0.0001  0.1111
      7   0.0163  0.0139     0.0000  0.0402
      8   0.0197  0.0150     0.0001  0.0452
      9   0.0227  0.0155     0.0001  0.0485
     10   0.0254  0.0164     0.0007  0.0530
     11   0.0264  0.0169     0.0008  0.0548
     12   0.0285  0.0170     0.0025  0.0572
     13   0.0237  0.0140     0.0011  0.0466
     14   0.0141  0.0092     0.0000  0.0272
     15   0.0149  0.0088     0.0001  0.0274
     16   0.0076  0.0054     0.0000  0.0136
     17   0.0003  0.0010     0.0000  0.0001
     18   0.0004  0.0014     0.0000  0.0001
     19   0.0001  0.0001     0.0000  0.0001

