trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  796 450.00  0.00 800.00  3.00  1
  1  682 380.00  0.00 800.00 260.00  0
  2  661 370.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  0
  4  765 430.00  0.00 800.00 12.90  1
  5  658 370.00  0.00 800.00 17.20  0
  6  676 380.00  0.00 800.00 17.20  0
  7  783 440.00  0.00 800.00 12.90  1
  8 1419 790.00  0.00 800.00 156.00  0
  9  765 430.00  0.00 800.00 12.90  1
 10  803 450.00  0.00 800.00 21.50  0
 11  729 410.00  0.00 800.00 12.90  1
 12  729 390.00  0.00 800.00 10.80  1
 13  729 420.00  0.00 800.00 10.80  1
 14  640 360.00  0.00 800.00 17.20  0
 15  658 370.00  0.00 800.00 17.20  0
 16  694 390.00  0.00 800.00 17.20  0
 17  712 400.00  0.00 800.00 17.20  0
 18  801 450.00  0.00 800.00 12.90  1
 19  694 390.00  0.00 800.00 17.20  0
 20  712 400.00  0.00 800.00 17.20  0
 21  712 400.00  0.00 800.00 21.50  0
 22  730 410.00  0.00 800.00 17.20  0
 23  712 390.00  0.00 800.00 12.90  1
 24  712 380.00  0.00 800.00 12.90  1
 25  694 390.00  0.00 800.00 17.20  0
 26  801 450.00  0.00 800.00 12.90  1
 27  783 440.00  0.00 800.00 12.90  1
 28  658 370.00  0.00 800.00 17.20  1
 29  729 410.00  0.00 800.00 12.90  1
 30  622 350.00  0.00 800.00 17.20  0
 31  658 370.00  0.00 800.00 17.20  0
 32  694 390.00  0.00 800.00 17.20  0
 33  730 410.00  0.00 800.00 17.20  0
 34  748 420.00  0.00 800.00 17.20  0
 35  730 430.00  0.00 800.00 21.50  0
 36  748 420.00  0.00 800.00 12.90  1
 37  712 400.00  0.00 800.00 17.20  0
 38  730 410.00  0.00 800.00 17.20  0
 39  730 410.00  0.00 800.00 12.90  1
 40  712 400.00  0.00 800.00 17.20  0
 41  730 420.00  0.00 800.00 21.50  0
