trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1232 690.00  0.00 800.00 10.80  0
  1  656 370.00  0.00 800.00 10.80  0
  2  742 420.00  0.00 800.00  3.00  0
  3  597 340.00  0.00 800.00  2.00  0
  4  758 430.00  0.00 800.00  1.00  0
  5  776 440.00  0.00 800.00  1.00  0
  6  776 460.00  0.00 800.00  0.71  0
  7  794 450.00  0.00 800.00  1.00  0
  8  776 450.00  0.00 800.00  0.71  0
  9  633 360.00  0.00 800.00  2.00  0
 10  812 460.00  0.00 800.00  1.00  0
 11  543 310.00  0.00 800.00  2.00  0
 12  543 300.00  0.00 800.00  1.00  0
 13 1413 790.00  0.00 800.00 12.90  0
 14 1413 770.00  0.00 800.00 17.20  0
 15 1414 790.00  0.00 800.00 17.20  0
 16  831 470.00  0.00 800.00  2.00  0
 17  956 540.00  0.00 800.00  1.00  0
 18  920 520.00  0.00 800.00  1.00  0
 19  902 510.00  0.00 800.00  1.00  0
 20  902 500.00  0.00 800.00  2.00  0
 21  902 510.00  0.00 800.00  2.00  0
 22  884 500.00  0.00 800.00  1.00  0
 23  866 490.00  0.00 800.00  1.00  0
 24  991 560.00  0.00 800.00  0.71  0
 25  866 490.00  0.00 800.00  0.71  0
 26 1134 640.00  0.00 800.00  0.43  0
 27  973 550.00  0.00 800.00  0.71  0
 28  401 230.00  0.00 800.00  4.30  0
 29  140  80.00  0.00 800.00 104.00  0
 30  242 140.00  0.00 800.00 10.80  0
 31  830 470.00  0.00 800.00  1.00  0
 32  830 450.00  0.00 800.00  2.00  0
 33  830 460.00  0.00 800.00  2.00  0
 34  955 540.00  0.00 800.00  0.71  0
 35  139  80.00  0.00 800.00 52.00  0
 36  190 110.00  0.00 800.00 17.20  0
 37  207 120.00  0.00 800.00 12.90  0
 38  207 100.00  0.00 800.00 10.80  0
 39  882 500.00  0.00 800.00  0.43  0
 40  191 110.00  0.00 800.00 21.50  0
 41  140  80.00  0.00 800.00 104.00  0
