Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5017  2.7714    -8.9865 -0.3931
      1  -4.4292  2.7963    -8.9770 -0.3450
      2  -4.3139  2.8314    -8.9611 -0.2850
      3  -4.1563  2.8709    -8.9377 -0.2335
      4  -3.9861  2.9025    -8.9096 -0.1978
      5  -3.8351  2.9212    -8.8820 -0.1753
      6  -2.3609  2.4631    -8.0686 -0.1064
      7  -1.9386  2.1420    -7.1431 -0.0946
      8  -1.2790  1.7762    -5.7422 -0.0702
      9  -1.0618  1.4502    -3.8112 -0.0669
     10  -0.7299  1.2085    -2.4906 -0.0533
     11  -0.5369  0.9971    -1.7334 -0.0462
     12  -0.4070  0.8281    -1.3228 -0.0411
     13  -0.3316  0.6579    -1.1577 -0.0389
     14  -0.2645  0.5430    -0.9937 -0.0360
     15  -0.2253  0.4401    -0.9065 -0.0346
     16  -0.1878  0.3655    -0.7884 -0.0328
     17  -0.1687  0.3044    -0.7603 -0.0320
     18  -0.1544  0.2609    -0.7352 -0.0314
     19  -0.1362  0.2276    -0.6952 -0.0303

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0008  0.0022     0.0000  0.0033
      1   0.0013  0.0028     0.0000  0.0051
      2   0.0020  0.0035     0.0000  0.0061
      3   0.0031  0.0039     0.0000  0.0066
      4   0.0043  0.0041     0.0000  0.0069
      5   0.0054  0.0039     0.0000  0.0076
      6   0.0057  0.0041     0.0000  0.0100
      7   0.0066  0.0038     0.0000  0.0107
      8   0.0072  0.0039     0.0000  0.0119
      9   0.0076  0.0036     0.0001  0.0121
     10   0.0081  0.0038     0.0001  0.0128
     11   0.0086  0.0040     0.0002  0.0134
     12   0.0091  0.0043     0.0004  0.0138
     13   0.0094  0.0044     0.0005  0.0145
     14   0.0099  0.0046     0.0005  0.0160
     15   0.0103  0.0048     0.0006  0.0169
     16   0.0109  0.0050     0.0007  0.0178
     17   0.0112  0.0051     0.0008  0.0183
     18   0.0116  0.0052     0.0008  0.0187
     19   0.0121  0.0053     0.0009  0.0192

