Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8923  2.0114    -9.1298 -2.9266
      1  -4.1106  1.0563    -5.7155 -2.7415
      2  -3.3365  0.7234    -4.2147 -2.6629
      3  -2.9337  0.6217    -3.5650 -2.5234
      4  -2.7653  0.5541    -3.2246 -2.4227
      5  -2.6087  0.5683    -3.0529 -2.1669
      6  -2.3231  1.0157    -3.0964 -0.8674
      7  -1.8870  1.3927    -4.4438 -0.3242
      8  -1.4931  1.6327    -5.5946 -0.1536
      9  -1.2905  1.3005    -2.9543 -0.1475
     10  -0.9935  1.3370    -2.9710 -0.0909
     11  -0.8619  1.0497    -2.1071 -0.0885
     12  -1.0902  1.0532    -2.3079 -0.1694
     13  -1.2588  0.9859    -2.3665 -0.3191
     14  -1.3636  0.8718    -2.3750 -0.5252
     15  -1.1830  0.8707    -2.1223 -0.3757
     16  -1.0369  1.1323    -2.1884 -0.1952
     17  -0.9426  0.8848    -1.9203 -0.1926
     18  -1.0058  0.7849    -1.9420 -0.2954
     19  -1.2281  0.8889    -2.1846 -0.4664

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0590     0.0058  0.1898
      1   0.1010  0.0592     0.0051  0.1898
      2   0.1010  0.0592     0.0052  0.1898
      3   0.1009  0.0593     0.0049  0.1898
      4   0.1036  0.0588     0.0062  0.1903
      5   0.1013  0.0600     0.0049  0.1901
      6   0.0388  0.0358     0.0001  0.1091
      7   0.0140  0.0117     0.0000  0.0337
      8   0.0088  0.0058     0.0000  0.0166
      9   0.0094  0.0055     0.0001  0.0170
     10   0.0084  0.0045     0.0001  0.0134
     11   0.0088  0.0042     0.0002  0.0135
     12   0.0089  0.0044     0.0002  0.0137
     13   0.0094  0.0048     0.0002  0.0152
     14   0.0100  0.0050     0.0003  0.0168
     15   0.0099  0.0050     0.0003  0.0169
     16   0.0080  0.0037     0.0001  0.0127
     17   0.0083  0.0035     0.0003  0.0127
     18   0.0087  0.0038     0.0004  0.0131
     19   0.0080  0.0033     0.0002  0.0123

