Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.7030  1.3298    -3.3829 -0.1806
      1  -0.8821  1.1399    -1.9112 -0.0927
      2  -0.5086  1.1120    -1.2615 -0.0526
      3  -0.8048  1.2096    -2.2024 -0.3281
      4  -2.7510  2.6332    -8.4825 -0.3481
      5  -2.1730  2.3131    -7.9640 -0.3283
      6  -1.7221  1.9136    -6.9467 -0.3163
      7  -1.4226  1.5246    -5.0561 -0.3097
      8  -2.3412  2.0123    -7.5327 -0.5311
      9  -2.0290  1.6685    -6.2062 -0.5386
     10  -4.3863  2.7256    -8.9442 -0.4666
     11  -4.3148  2.7243    -8.9264 -0.4765
     12  -4.4711  2.7246    -8.9639 -0.4563
     13  -4.4261  2.7236    -8.9526 -0.4471
     14  -4.3768  2.7253    -8.9415 -0.4360
     15  -4.4384  2.7254    -8.9569 -0.4483
     16  -4.4795  2.7271    -8.9674 -0.4566
     17  -4.4389  2.7238    -8.9561 -0.4490
     18  -4.3988  2.7200    -8.9444 -0.4417
     19  -4.4388  2.7236    -8.9560 -0.4491

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0984  0.0605     0.0007  0.1895
      1   0.0987  0.0604     0.0005  0.1895
      2   0.0992  0.0599     0.0008  0.1895
      3   0.0918  0.0612     0.0001  0.1881
      4   0.0081  0.0110     0.0000  0.0272
      5   0.0106  0.0116     0.0000  0.0304
      6   0.0126  0.0116     0.0000  0.0322
      7   0.0140  0.0114     0.0000  0.0332
      8   0.0070  0.0057     0.0000  0.0138
      9   0.0080  0.0054     0.0000  0.0146
     10   0.0005  0.0015     0.0000  0.0005
     11   0.0008  0.0020     0.0000  0.0034
     12   0.0001  0.0003     0.0000  0.0001
     13   0.0001  0.0004     0.0000  0.0001
     14   0.0001  0.0006     0.0000  0.0001
     15   0.0001  0.0001     0.0000  0.0001
     16   0.0001  0.0001     0.0000  0.0001
     17   0.0001  0.0001     0.0000  0.0001
     18   0.0001  0.0001     0.0000  0.0001
     19   0.0001  0.0000     0.0000  0.0001

