Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6112  2.7303    -9.0002 -0.4842
      1  -2.3003  1.4602    -4.5804 -0.2492
      2  -3.4569  0.8634    -4.6927 -2.4408
      3  -2.9250  0.6250    -3.6847 -2.3874
      4  -2.6385  0.5164    -3.1639 -2.2658
      5  -2.3674  0.5700    -2.8530 -1.9371
      6  -2.4213  0.4096    -2.8496 -2.3761
      7  -2.3802  0.3139    -2.6354 -2.3760
      8  -2.3647  0.2621    -2.6279 -2.3447
      9  -2.3702  0.1827    -2.6276 -2.3786
     10  -2.2820  0.4802    -2.6281 -2.0346
     11  -2.1428  1.0201    -2.8980 -1.2286
     12  -2.1577  0.7983    -2.6482 -1.6230
     13  -2.1640  0.6270    -2.6226 -1.8541
     14  -2.1664  0.4916    -2.6133 -1.9104
     15  -2.3126  0.7142    -2.8536 -1.9555
     16  -2.2606  0.5481    -2.7166 -1.9661
     17  -2.1973  0.5308    -2.6256 -1.9140
     18  -2.1966  0.4176    -2.6211 -1.9782
     19  -2.1553  0.3609    -2.5921 -1.9542

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1018  0.0587     0.0068  0.1899
      2   0.1017  0.0589     0.0064  0.1899
      3   0.1021  0.0586     0.0073  0.1899
      4   0.1033  0.0583     0.0082  0.1901
      5   0.0970  0.0603     0.0045  0.1893
      6   0.1090  0.0572     0.0111  0.1910
      7   0.1188  0.0541     0.0182  0.1923
      8   0.1259  0.0522     0.0242  0.1934
      9   0.1282  0.0502     0.0322  0.1936
     10   0.0614  0.0401     0.0055  0.1366
     11   0.0224  0.0172     0.0001  0.0524
     12   0.0255  0.0174     0.0004  0.0550
     13   0.0283  0.0175     0.0017  0.0579
     14   0.0306  0.0175     0.0034  0.0601
     15   0.0223  0.0130     0.0008  0.0431
     16   0.0237  0.0128     0.0020  0.0442
     17   0.0238  0.0126     0.0021  0.0438
     18   0.0252  0.0125     0.0035  0.0451
     19   0.0265  0.0128     0.0046  0.0468

