Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.1337  1.4321    -7.4677 -5.3559
      1  -6.0016  0.9641    -7.1173 -5.1774
      2  -5.5657  0.8335    -6.3145 -4.8699
      3  -5.2607  0.8668    -5.9458 -4.0706
      4  -5.0271  0.9876    -5.7256 -2.9263
      5  -4.0388  1.6985    -5.7812 -0.7004
      6  -2.8604  1.8196    -5.8785 -0.3220
      7  -3.6974  1.4473    -5.9355 -1.2908
      8  -3.0791  1.5991    -6.4202 -0.7587
      9  -2.9550  1.3916    -5.1113 -0.8027
     10  -3.3206  1.1462    -5.0676 -1.7545
     11  -2.9890  1.1175    -4.5949 -1.4571
     12  -3.1350  0.9263    -4.4855 -2.0410
     13  -3.2757  0.8074    -4.5220 -2.4041
     14  -3.1225  0.7141    -4.1724 -2.3361
     15  -3.2237  0.6288    -4.2072 -2.5655
     16  -3.0986  0.5623    -3.9415 -2.4871
     17  -3.1484  0.4914    -3.9517 -2.6525
     18  -3.0751  0.4319    -3.8130 -2.6284
     19  -3.0149  0.3872    -3.6677 -2.5801

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0995  0.0601     0.0025  0.1896
      1   0.0978  0.0609     0.0012  0.1895
      2   0.0993  0.0609     0.0016  0.1899
      3   0.0974  0.0618     0.0012  0.1897
      4   0.0930  0.0634     0.0008  0.1894
      5   0.0221  0.0251     0.0000  0.0715
      6   0.0084  0.0057     0.0000  0.0160
      7   0.0095  0.0067     0.0000  0.0192
      8   0.0074  0.0048     0.0000  0.0130
      9   0.0080  0.0044     0.0001  0.0132
     10   0.0087  0.0048     0.0001  0.0139
     11   0.0087  0.0048     0.0001  0.0139
     12   0.0094  0.0050     0.0001  0.0159
     13   0.0100  0.0052     0.0002  0.0172
     14   0.0106  0.0055     0.0004  0.0184
     15   0.0112  0.0057     0.0005  0.0192
     16   0.0119  0.0060     0.0006  0.0200
     17   0.0126  0.0061     0.0008  0.0205
     18   0.0133  0.0063     0.0009  0.0215
     19   0.0140  0.0065     0.0011  0.0229

