trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  651 370.00  0.00 800.00  2.00  1
  1  753 420.00  0.00 800.00 156.00  0
  2  694 390.00  0.00 800.00 17.20  0
  3  654 370.00  0.00 800.00  6.44  0
  4  742 420.00  0.00 800.00  3.00  0
  5  634 360.00  0.00 800.00  3.00  0
  6  687 390.00  0.00 800.00  2.00  0
  7  705 400.00  0.00 800.00  2.00  0
  8  830 470.00  0.00 800.00  1.00  0
  9  597 340.00  0.00 800.00  2.00  0
 10  722 410.00  0.00 800.00  1.00  0
 11 1414 790.00  0.00 800.00 17.20  0
 12  759 430.00  0.00 800.00  2.00  0
 13  758 430.00  0.00 800.00  1.00  0
 14  920 520.00  0.00 800.00  1.00  1
 15 1417 790.00  0.00 800.00 52.00  0
 16  921 520.00  0.00 800.00  2.00  0
 17  885 500.00  0.00 800.00  2.00  0
 18 1046 590.00  0.00 800.00  1.00  0
 19 1010 570.00  0.00 800.00  1.00  0
 20  560 320.00  0.00 800.00  1.00  1
 21  614 350.00  0.00 800.00  1.00  1
 22  722 410.00  0.00 800.00  1.00  1
 23  668 380.00  0.00 800.00  1.00  0
 24  938 530.00  0.00 800.00  1.00  0
 25  938 510.00  0.00 800.00  2.00  0
 26  776 440.00  0.00 800.00  1.00  0
 27  920 520.00  0.00 800.00  1.00  0
 28  902 510.00  0.00 800.00  1.00  0
 29  866 490.00  0.00 800.00  1.00  0
 30  866 500.00  0.00 800.00  0.71  0
 31  884 500.00  0.00 800.00  1.00  0
 32  884 520.00  0.00 800.00  2.00  0
 33  884 510.00  0.00 800.00  0.71  1
 34  866 490.00  0.00 800.00  1.00  0
 35  884 520.00  0.00 800.00  2.00  0
 36  884 520.00  0.00 800.00  2.00  0
 37  848 480.00  0.00 800.00  1.00  1
 38  596 340.00  0.00 800.00  1.00  1
 39  740 420.00  0.00 800.00  1.00  1
 40  704 400.00  0.00 800.00  1.00  1
 41  686 390.00  0.00 800.00  1.00  1
