Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0280  2.2203    -7.9060 -0.2898
      1  -1.4208  1.1097    -2.8446 -0.1560
      2  -0.6812  0.9263    -1.4622 -0.0780
      3  -0.3955  0.8364    -0.9157 -0.0499
      4  -0.6736  0.9329    -1.1828 -0.3178
      5  -0.6108  0.6959    -1.0351 -0.3383
      6  -1.3768  1.7155    -6.1359 -0.3673
      7  -1.1311  1.3208    -3.5003 -0.3638
      8  -1.8546  1.8576    -6.9507 -0.5296
      9  -1.5724  1.4771    -5.0304 -0.5342
     10  -1.4047  1.1659    -3.1681 -0.5365
     11  -1.2045  0.9528    -2.3045 -0.4809
     12  -1.0721  0.7884    -1.8618 -0.4383
     13  -1.1237  0.6740    -1.8679 -0.6067
     14  -1.0634  0.5395    -1.7367 -0.6016
     15  -1.1656  0.5161    -1.8103 -0.8007
     16  -1.1136  0.4262    -1.6908 -0.7840
     17  -0.9897  0.5854    -1.5815 -0.5476
     18  -1.0079  0.4831    -1.5798 -0.6196
     19  -1.0253  0.4040    -1.5800 -0.7074
     20  -0.9852  0.3429    -1.5318 -0.6879
     21  -1.0292  0.3090    -1.5503 -0.8072
     22  -0.9979  0.2678    -1.5040 -0.8034
     23  -1.0375  0.2432    -1.5258 -0.8295
     24  -1.0277  0.2146    -1.5066 -0.8291
     25  -0.9504  0.2469    -1.4196 -0.7760
     26  -0.9652  0.2197    -1.4275 -0.8086
     27  -0.9170  0.2111    -1.3190 -0.7989
     28  -0.8929  0.1924    -1.3058 -0.7756
     29  -0.9038  0.1768    -1.3072 -0.8046
     30  -0.8739  0.1635    -1.2925 -0.8010
     31  -0.9058  0.1621    -1.3027 -0.8104
     32  -0.8741  0.1503    -1.2884 -0.8066
     33  -0.9471  0.2068    -1.3200 -0.8076
     34  -0.9583  0.1871    -1.3207 -0.8158
     35  -0.9742  0.1733    -1.3223 -0.8246
     36  -0.9901  0.1620    -1.3239 -0.8335
     37  -1.0086  0.1515    -1.3480 -0.8456
     38  -1.0294  0.1404    -1.3841 -0.8654
     39  -1.0207  0.1330    -1.3232 -0.8608
     40  -1.0143  0.1282    -1.3192 -0.8575
     41  -1.0299  0.1175    -1.3209 -0.8792

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0970  0.0592     0.0042  0.1888
      1   0.1015  0.0590     0.0054  0.1898
      2   0.1009  0.0592     0.0050  0.1897
      3   0.1034  0.0584     0.0075  0.1901
      4   0.0974  0.0604     0.0029  0.1893
      5   0.1010  0.0588     0.0080  0.1898
      6   0.0234  0.0217     0.0000  0.0625
      7   0.0252  0.0215     0.0001  0.0641
      8   0.0112  0.0096     0.0000  0.0264
      9   0.0124  0.0093     0.0000  0.0271
     10   0.0130  0.0091     0.0001  0.0274
     11   0.0146  0.0096     0.0003  0.0302
     12   0.0161  0.0101     0.0007  0.0323
     13   0.0175  0.0106     0.0010  0.0342
     14   0.0187  0.0106     0.0014  0.0354
     15   0.0190  0.0108     0.0014  0.0363
     16   0.0204  0.0111     0.0019  0.0381
     17   0.0153  0.0082     0.0010  0.0272
     18   0.0163  0.0083     0.0013  0.0282
     19   0.0173  0.0084     0.0016  0.0296
     20   0.0183  0.0085     0.0021  0.0311
     21   0.0191  0.0087     0.0025  0.0321
     22   0.0201  0.0088     0.0032  0.0331
     23   0.0208  0.0090     0.0038  0.0339
     24   0.0214  0.0089     0.0047  0.0342
     25   0.0189  0.0080     0.0030  0.0306
     26   0.0197  0.0080     0.0038  0.0315
     27   0.0201  0.0083     0.0040  0.0323
     28   0.0210  0.0085     0.0050  0.0333
     29   0.0217  0.0085     0.0066  0.0338
     30   0.0225  0.0087     0.0071  0.0347
     31   0.0227  0.0086     0.0073  0.0346
     32   0.0235  0.0089     0.0075  0.0366
     33   0.0173  0.0065     0.0030  0.0261
     34   0.0179  0.0064     0.0038  0.0264
     35   0.0185  0.0065     0.0047  0.0268
     36   0.0190  0.0065     0.0058  0.0272
     37   0.0195  0.0066     0.0069  0.0275
     38   0.0199  0.0066     0.0071  0.0279
     39   0.0204  0.0066     0.0074  0.0288
     40   0.0209  0.0066     0.0076  0.0295
     41   0.0214  0.0066     0.0078  0.0303

