trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 2.0, 400, 0
6.0, 800, 2.0, 600, 0
7.0, 800, 2.0, 500, 0
8.0, 800, 2.0, 550, 0
9.0, 800, 2.0, 575, 0
10.0, 800, 2.0, 587, 0
11.0, 400, 0.0, 800, 156
12.0, 200, 0.0, 800, 156
13.0, 100, 0.0, 800, 156
14.0, 50, 0.0, 800, 156
15.0, 75, 0.0, 800, 156
16.0, 87, 0.0, 800, 156
17.0, 400, 0.0, 800, 4
18.0, 600, 0.0, 800, 4
19.0, 700, 0.0, 800, 4
20.0, 650, 0.0, 800, 4
21.0, 675, 0.0, 800, 4
22.0, 687, 0.0, 800, 4
23.0, 800, 26.0, 400, 0
24.0, 800, 26.0, 200, 0
25.0, 800, 26.0, 300, 0
26.0, 800, 26.0, 250, 0
27.0, 800, 26.0, 275, 0
28.0, 800, 26.0, 287, 0
29.0, 800, 1.0, 400, 0
30.0, 800, 1.0, 600, 0
31.0, 800, 1.0, 700, 0
32.0, 800, 1.0, 650, 0
33.0, 800, 1.0, 675, 0
34.0, 800, 1.0, 687, 0
35.0, 800, 520.0, 400, 0
36.0, 800, 520.0, 200, 0
37.0, 800, 520.0, 100, 0
38.0, 800, 520.0, 50, 0
39.0, 800, 520.0, 25, 0
40.0, 800, 520.0, 37, 0
41.0, 800, 52.0, 400, 0
42.0, 800, 52.0, 200, 0
43.0, 800, 52.0, 300, 0
44.0, 800, 52.0, 250, 0
45.0, 800, 52.0, 275, 0
46.0, 800, 52.0, 287, 0
