trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  262 150.00  0.00 800.00 17.20  1
  1  629 350.00  0.00 800.00 520.00  1
  2 1097 610.00  0.00 800.00 520.00  1
  3 1259 700.00  0.00 800.00 520.00  0
  4 1169 650.00  0.00 800.00 520.00  0
  5 1169 660.00  0.00 800.00 260.00  0
  6  935 520.00  0.00 800.00 520.00  1
  7  989 550.00  0.00 800.00 520.00  1
  8 1205 670.00  0.00 800.00 520.00  0
  9 1097 610.00  0.00 800.00 520.00  0
 10  989 550.00  0.00 800.00 520.00  1
 11 1115 620.00  0.00 800.00 520.00  0
 12 1115 610.00  0.00 800.00 260.00  0
 13  665 370.00  0.00 800.00 520.00  1
 14  809 450.00  0.00 800.00 520.00  1
 15 1205 670.00  0.00 800.00 520.00  0
 16  899 500.00  0.00 800.00 520.00  1
 17  989 550.00  0.00 800.00 520.00  1
 18  971 540.00  0.00 800.00 520.00  1
 19 1169 650.00  0.00 800.00 520.00  0
 20 1169 670.00  0.00 800.00 260.00  0
 21  971 540.00  0.00 800.00 520.00  1
 22  989 550.00  0.00 800.00 520.00  1
 23  971 540.00  0.00 800.00 260.00  1
 24 1169 650.00  0.00 800.00 520.00  0
 25  971 560.00  0.00 800.00 260.00  1
 26 1151 640.00  0.00 800.00 520.00  1
 27 1187 660.00  0.00 800.00 520.00  0
 28 1169 650.00  0.00 800.00 520.00  0
 29 1169 650.00  0.00 800.00 260.00  0
 30  935 520.00  0.00 800.00 520.00  0
 31  935 510.00  0.00 800.00 260.00  1
 32  953 530.00  0.00 800.00 520.00  1
 33  935 500.00  0.00 800.00 260.00  1
 34  935 530.00  0.00 800.00 260.00  0
 35 1295 720.00  0.00 800.00 520.00  0
 36 1277 710.00  0.00 800.00 520.00  0
 37  863 480.00  0.00 800.00 520.00  0
 38 1277 720.00  0.00 800.00 260.00  0
 39 1241 690.00  0.00 800.00 520.00  0
 40  773 430.00  0.00 800.00 520.00  1
 41 1205 670.00  0.00 800.00 520.00  0
