Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6165  2.7282    -9.0008 -0.4893
      1  -2.3204  1.4678    -4.6069 -0.2534
      2  -3.6021  0.8268    -4.7275 -2.6856
      3  -4.1394  0.6306    -4.9090 -3.6929
      4  -3.8380  0.4990    -4.3888 -3.5203
      5  -3.6725  0.4776    -4.1131 -3.4103
      6  -3.7136  0.3513    -4.1076 -3.6856
      7  -3.6876  0.2615    -3.9471 -3.6904
      8  -3.6833  0.1967    -3.9455 -3.6911
      9  -3.6898  0.1402    -3.9452 -3.6965
     10  -3.6273  0.3605    -3.9454 -3.4479
     11  -3.6202  0.2794    -3.9422 -3.4517
     12  -3.6161  0.2260    -3.9396 -3.4544
     13  -3.6422  0.1740    -3.9408 -3.4866
     14  -3.7205  0.6748    -4.2072 -3.3330
     15  -3.7234  0.5220    -4.1904 -3.4589
     16  -3.7289  0.4073    -4.1821 -3.5065
     17  -3.8414  0.6324    -4.3921 -3.5192
     18  -4.2191  1.6900    -8.1957 -1.4111
     19  -4.1212  1.3629    -7.4526 -2.2136

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1018  0.0586     0.0071  0.1898
      2   0.1009  0.0590     0.0058  0.1897
      3   0.1007  0.0590     0.0056  0.1896
      4   0.1015  0.0586     0.0068  0.1897
      5   0.1016  0.0593     0.0063  0.1900
      6   0.1127  0.0561     0.0138  0.1916
      7   0.1208  0.0531     0.0222  0.1926
      8   0.1220  0.0520     0.0259  0.1926
      9   0.1251  0.0499     0.0333  0.1929
     10   0.0662  0.0403     0.0088  0.1412
     11   0.0677  0.0398     0.0112  0.1421
     12   0.0693  0.0394     0.0138  0.1430
     13   0.0739  0.0392     0.0177  0.1469
     14   0.0240  0.0146     0.0001  0.0473
     15   0.0259  0.0143     0.0018  0.0484
     16   0.0275  0.0141     0.0037  0.0501
     17   0.0201  0.0108     0.0004  0.0360
     18   0.0065  0.0062     0.0000  0.0141
     19   0.0079  0.0060     0.0000  0.0155

