Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5263  2.7629    -8.9897 -0.4103
      1  -4.4698  2.7837    -8.9825 -0.3680
      2  -4.3687  2.8173    -8.9692 -0.3076
      3  -4.2052  2.8629    -8.9459 -0.2430
      4  -3.9826  2.9083    -8.9103 -0.1933
      5  -3.7214  2.9384    -8.8617 -0.1574
      6  -3.4724  2.9444    -8.8065 -0.1347
      7  -5.3030  2.5722    -9.0972 -0.6885
      8  -5.4566  2.5097    -9.1135 -0.7737
      9  -6.5573  2.1490    -7.9856 -1.8920
     10  -6.8134  1.9152    -7.4808 -2.9786
     11  -5.5778  1.9257    -8.7132 -1.7179
     12  -5.6778  1.7870    -8.6572 -2.3044
     13  -4.8411  1.6958    -7.5939 -1.4829
     14  -5.1951  1.3749    -7.5254 -3.0500
     15  -5.2182  1.2722    -7.3533 -3.3411
     16  -4.6614  1.2093    -6.4930 -2.7790
     17  -4.1791  1.2337    -5.9464 -2.0595
     18  -4.5219  0.9942    -6.0276 -3.2058
     19  -4.2414  0.9701    -5.6381 -2.9420

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0004  0.0015     0.0000  0.0001
      1   0.0007  0.0020     0.0000  0.0026
      2   0.0011  0.0026     0.0000  0.0047
      3   0.0018  0.0032     0.0000  0.0058
      4   0.0028  0.0037     0.0000  0.0064
      5   0.0039  0.0038     0.0000  0.0067
      6   0.0050  0.0037     0.0000  0.0068
      7   0.0043  0.0035     0.0000  0.0065
      8   0.0053  0.0031     0.0000  0.0066
      9   0.0055  0.0030     0.0000  0.0066
     10   0.0061  0.0025     0.0000  0.0067
     11   0.0056  0.0029     0.0000  0.0066
     12   0.0062  0.0024     0.0000  0.0067
     13   0.0061  0.0025     0.0000  0.0066
     14   0.0064  0.0022     0.0001  0.0067
     15   0.0067  0.0017     0.0001  0.0067
     16   0.0066  0.0018     0.0001  0.0067
     17   0.0066  0.0018     0.0001  0.0067
     18   0.0067  0.0017     0.0001  0.0067
     19   0.0067  0.0017     0.0001  0.0067

