trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  731 410.00  0.00 800.00 21.50  1
  1  737 410.00  0.00 800.00 520.00  1
  2 1169 650.00  0.00 800.00 520.00  0
  3  935 520.00  0.00 800.00 520.00  1
  4 1025 570.00  0.00 800.00 520.00  1
  5 1097 610.00  0.00 800.00 520.00  0
  6 1097 590.00  0.00 800.00 260.00  1
  7 1097 600.00  0.00 800.00 260.00  1
  8 1097 610.00  0.00 800.00 260.00  1
  9 1097 590.00  0.00 800.00 260.00  1
 10 1097 590.00  0.00 800.00 260.00  1
 11 1097 630.00  0.00 800.00 260.00  0
 12 1025 570.00  0.00 800.00 520.00  1
 13 1151 640.00  0.00 800.00 520.00  0
 14 1133 630.00  0.00 800.00 520.00  0
 15 1007 560.00  0.00 800.00 520.00  0
 16 1025 570.00  0.00 800.00 520.00  1
 17 1007 550.00  0.00 800.00 260.00  1
 18 1007 580.00  0.00 800.00 260.00  1
 19 1007 570.00  0.00 800.00 260.00  1
 20 1007 550.00  0.00 800.00 260.00  1
 21 1007 580.00  0.00 800.00 260.00  1
 22 1007 540.00  0.00 800.00 260.00  1
 23 1007 540.00  0.00 800.00 260.00  1
 24 1007 540.00  0.00 800.00 260.00  1
 25 1007 540.00  0.00 800.00 260.00  1
 26 1007 540.00  0.00 800.00 260.00  1
 27 1007 550.00  0.00 800.00 260.00  1
 28 1007 560.00  0.00 800.00 260.00  1
 29 1007 560.00  0.00 800.00 260.00  1
 30 1007 540.00  0.00 800.00 260.00  1
 31 1007 550.00  0.00 800.00 260.00  1
 32 1007 540.00  0.00 800.00 260.00  1
 33 1007 560.00  0.00 800.00 260.00  1
 34 1007 560.00  0.00 800.00 260.00  1
 35 1007 580.00  0.00 800.00 260.00  1
 36 1007 540.00  0.00 800.00 260.00  1
 37 1007 560.00  0.00 800.00 260.00  1
 38 1007 550.00  0.00 800.00 260.00  1
 39 1007 570.00  0.00 800.00 260.00  1
 40 1007 570.00  0.00 800.00 260.00  1
 41 1007 550.00  0.00 800.00 260.00  1
