Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8588  2.0188    -9.1383 -2.8400
      1  -7.6409  1.0487    -5.5773 -6.2657
      2  -8.4521  0.6901    -2.7687 -7.8016
      3  -8.0157  0.6184    -8.9472 -7.5635
      4  -8.2048  0.5734    -9.1088 -7.8755
      5  -7.9614  0.9493    -9.1697 -6.7409
      6  -7.9112  0.7968    -8.9054 -7.1431
      7  -8.0041  0.6299    -8.8972 -7.6422
      8  -8.1254  0.6085    -9.0272 -7.8452
      9  -8.0797  0.4946    -8.7469 -7.8523
     10  -8.1324  0.4120    -8.7624 -7.9386
     11  -8.0901  0.4245    -8.6495 -7.8888
     12  -8.1056  0.3319    -8.6351 -7.9102
     13  -8.0015  0.7074    -8.9539 -7.6060
     14  -8.0015  0.5672    -8.7925 -7.6865
     15  -7.9882  0.4591    -8.6232 -7.7295
     16  -8.0579  0.4226    -8.6549 -7.8463
     17  -8.0157  0.4169    -8.6086 -7.8355
     18  -8.0374  0.3420    -8.5952 -7.8506
     19  -8.0512  0.2867    -8.5827 -7.8617
     20  -8.0566  0.2466    -8.5709 -7.8672
     21  -8.0590  0.2214    -8.5612 -7.8706
     22  -8.0602  0.2056    -8.5527 -7.8730
     23  -8.0644  0.1934    -8.5444 -7.8779
     24  -8.0648  0.1860    -8.5368 -7.8797
     25  -8.0650  0.1807    -8.5299 -7.8811
     26  -8.1150  0.1678    -8.5817 -7.9463
     27  -8.0935  0.1433    -8.4926 -7.9322
     28  -8.1138  0.1294    -8.5158 -8.0250
     29  -8.0938  0.1395    -8.4759 -7.9382
     30  -8.0957  0.1334    -8.4662 -7.9489
     31  -8.0956  0.1308    -8.4601 -7.9512
     32  -8.0957  0.1282    -8.4534 -7.9543
     33  -8.0957  0.1259    -8.4471 -7.9574
     34  -8.0973  0.1217    -8.4386 -7.9683
     35  -8.0975  0.1193    -8.4318 -7.9728
     36  -8.0977  0.1172    -8.4252 -7.9773
     37  -8.0978  0.1156    -8.4199 -7.9800
     38  -8.0983  0.1131    -8.4127 -7.9870
     39  -8.0988  0.1108    -8.4057 -7.9940
     40  -8.0988  0.1099    -8.4019 -7.9956
     41  -8.0998  0.1070    -8.3946 -8.0075

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1031  0.0581     0.0084  0.1900
      1   0.1026  0.0584     0.0079  0.1899
      2   0.1041  0.0579     0.0091  0.1902
      3   0.0987  0.0594     0.0058  0.1894
      4   0.0994  0.0586     0.0076  0.1893
      5   0.0522  0.0452     0.0001  0.1435
      6   0.0614  0.0477     0.0001  0.1538
      7   0.0684  0.0474     0.0032  0.1583
      8   0.0684  0.0474     0.0040  0.1586
      9   0.0777  0.0480     0.0076  0.1656
     10   0.0849  0.0486     0.0111  0.1713
     11   0.0836  0.0482     0.0102  0.1696
     12   0.0860  0.0472     0.0143  0.1704
     13   0.0393  0.0266     0.0010  0.0861
     14   0.0429  0.0265     0.0036  0.0889
     15   0.0465  0.0265     0.0070  0.0922
     16   0.0488  0.0272     0.0080  0.0956
     17   0.0490  0.0269     0.0081  0.0952
     18   0.0521  0.0269     0.0108  0.0980
     19   0.0549  0.0267     0.0139  0.1005
     20   0.0563  0.0264     0.0157  0.1015
     21   0.0574  0.0261     0.0172  0.1020
     22   0.0583  0.0259     0.0187  0.1025
     23   0.0601  0.0258     0.0209  0.1042
     24   0.0610  0.0257     0.0218  0.1049
     25   0.0617  0.0255     0.0228  0.1055
     26   0.0626  0.0264     0.0226  0.1082
     27   0.0657  0.0265     0.0253  0.1113
     28   0.0683  0.0273     0.0267  0.1154
     29   0.0632  0.0247     0.0246  0.1051
     30   0.0646  0.0247     0.0262  0.1064
     31   0.0650  0.0245     0.0270  0.1066
     32   0.0655  0.0244     0.0279  0.1069
     33   0.0659  0.0243     0.0284  0.1072
     34   0.0671  0.0242     0.0294  0.1082
     35   0.0676  0.0241     0.0300  0.1086
     36   0.0682  0.0240     0.0307  0.1089
     37   0.0685  0.0240     0.0312  0.1091
     38   0.0692  0.0239     0.0320  0.1096
     39   0.0698  0.0238     0.0329  0.1100
     40   0.0700  0.0237     0.0333  0.1101
     41   0.0709  0.0237     0.0345  0.1109

