Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0903  1.8889    -6.0943 -0.3288
      1  -1.5615  1.1442    -3.1177 -0.1714
      2  -2.3246  0.8070    -3.2384 -1.6139
      3  -2.7245  0.6940    -3.4190 -2.2955
      4  -2.5252  0.5531    -2.9734 -2.2049
      5  -2.6838  0.5370    -3.1021 -2.4665
      6  -2.6927  0.4229    -3.0850 -2.6442
      7  -2.6526  0.2972    -2.8962 -2.6441
      8  -2.6542  0.2323    -2.8959 -2.6501
      9  -2.6438  0.1630    -2.8910 -2.6502
     10  -2.6399  0.1184    -2.8892 -2.6503
     11  -2.6401  0.0863    -2.8891 -2.6514
     12  -2.6391  0.0623    -2.8887 -2.6514
     13  -2.6391  0.0457    -2.8886 -2.6517
     14  -2.6389  0.0325    -2.8886 -2.6517
     15  -2.6421  0.1071    -2.8904 -2.6515
     16  -2.6724  0.2993    -3.0071 -2.6510
     17  -2.7953  0.5910    -3.1601 -2.6526
     18  -2.8285  0.5560    -3.1642 -2.6590
     19  -2.9116  0.5831    -3.3191 -2.6821

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0593     0.0051  0.1897
      1   0.1008  0.0592     0.0052  0.1897
      2   0.1003  0.0594     0.0047  0.1897
      3   0.0995  0.0595     0.0044  0.1895
      4   0.1040  0.0581     0.0078  0.1902
      5   0.1057  0.0581     0.0076  0.1906
      6   0.1144  0.0557     0.0144  0.1918
      7   0.1232  0.0518     0.0265  0.1928
      8   0.1300  0.0491     0.0359  0.1937
      9   0.1340  0.0463     0.0460  0.1940
     10   0.1377  0.0442     0.0537  0.1943
     11   0.1405  0.0424     0.0598  0.1946
     12   0.1430  0.0409     0.0649  0.1948
     13   0.1454  0.0395     0.0696  0.1951
     14   0.1456  0.0393     0.0699  0.1951
     15   0.1071  0.0416     0.0395  0.1780
     16   0.0668  0.0319     0.0166  0.1210
     17   0.0399  0.0217     0.0035  0.0753
     18   0.0386  0.0205     0.0041  0.0723
     19   0.0345  0.0180     0.0028  0.0628

