Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.5176  2.2185    -9.0918 -2.2056
      1  -7.2981  1.2794    -6.9953 -5.6387
      2  -6.2863  0.8156    -7.3590 -5.5445
      3  -5.8725  0.6387    -6.5785 -5.4011
      4  -5.5800  0.6097    -6.1645 -5.1283
      5  -5.3967  0.6546    -5.9409 -4.6279
      6  -4.8265  1.1523    -5.8158 -2.3832
      7  -3.9338  1.4300    -5.7057 -1.3949
      8  -3.1202  1.4613    -5.3582 -0.8926
      9  -2.5182  1.4482    -4.9541 -0.5808
     10  -2.0081  1.5223    -5.0626 -0.3268
     11  -1.8648  1.2849    -3.8673 -0.3225
     12  -1.4694  1.2434    -3.2684 -0.2013
     13  -1.1461  1.2579    -2.8925 -0.1206
     14  -1.0417  1.0247    -2.4822 -0.1180
     15  -0.8043  0.9501    -2.0524 -0.0844
     16  -0.6292  0.8777    -1.7243 -0.0646
     17  -0.5808  0.7107    -1.6230 -0.0640
     18  -0.4442  0.6639    -1.3382 -0.0505
     19  -0.3595  0.5828    -1.1722 -0.0444

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0589     0.0062  0.1898
      1   0.1015  0.0589     0.0064  0.1898
      2   0.1004  0.0594     0.0051  0.1897
      3   0.1013  0.0590     0.0058  0.1898
      4   0.1003  0.0597     0.0048  0.1898
      5   0.0979  0.0607     0.0037  0.1895
      6   0.0357  0.0352     0.0001  0.1061
      7   0.0117  0.0091     0.0001  0.0265
      8   0.0080  0.0045     0.0001  0.0133
      9   0.0074  0.0038     0.0000  0.0120
     10   0.0069  0.0034     0.0000  0.0107
     11   0.0073  0.0030     0.0001  0.0109
     12   0.0072  0.0028     0.0001  0.0102
     13   0.0070  0.0026     0.0001  0.0086
     14   0.0072  0.0023     0.0002  0.0088
     15   0.0072  0.0022     0.0002  0.0084
     16   0.0072  0.0021     0.0003  0.0083
     17   0.0073  0.0019     0.0004  0.0084
     18   0.0073  0.0019     0.0004  0.0081
     19   0.0074  0.0020     0.0004  0.0089

