Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.5215  1.3254    -3.0842 -0.1590
      1  -0.7981  1.2195    -2.0988 -0.0799
      2  -1.1969  1.2157    -3.0003 -0.6313
      3  -1.3789  1.2244    -3.4796 -0.9057
      4  -2.1201  1.8636    -7.2449 -0.9988
      5  -3.1703  2.2778    -8.3906 -1.0178
      6  -4.9296  2.6838    -9.0561 -0.6344
      7  -5.0877  2.6478    -9.0795 -0.7476
      8  -5.2847  2.5891    -9.1053 -0.9457
      9  -5.4846  2.5132    -9.1283 -1.2336
     10  -6.3124  2.2419    -8.9313 -1.6736
     11  -6.5723  2.0395    -8.3381 -2.3374
     12  -5.4605  1.9612    -8.6881 -1.7533
     13  -5.5556  1.8231    -8.6197 -2.1244
     14  -4.7086  1.7056    -7.5636 -1.7508
     15  -5.1801  1.4084    -7.5700 -2.7248
     16  -5.2072  1.2875    -7.3565 -3.0726
     17  -5.6480  1.1604    -7.7303 -4.1425
     18  -5.2861  1.0197    -6.8510 -3.8877
     19  -5.5169  0.9246    -7.0176 -4.4474

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0978  0.0610     0.0001  0.1895
      1   0.0977  0.0608     0.0001  0.1894
      2   0.0937  0.0618     0.0001  0.1887
      3   0.0930  0.0627     0.0001  0.1889
      4   0.0346  0.0378     0.0000  0.1111
      5   0.0092  0.0103     0.0000  0.0265
      6   0.0015  0.0028     0.0000  0.0053
      7   0.0024  0.0033     0.0000  0.0060
      8   0.0034  0.0035     0.0000  0.0064
      9   0.0046  0.0034     0.0000  0.0065
     10   0.0050  0.0032     0.0000  0.0066
     11   0.0058  0.0027     0.0000  0.0066
     12   0.0054  0.0030     0.0000  0.0066
     13   0.0061  0.0025     0.0000  0.0067
     14   0.0060  0.0026     0.0000  0.0066
     15   0.0063  0.0023     0.0000  0.0067
     16   0.0066  0.0019     0.0001  0.0067
     17   0.0067  0.0018     0.0001  0.0067
     18   0.0067  0.0018     0.0001  0.0067
     19   0.0068  0.0017     0.0001  0.0068

