Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5739  2.7445    -8.9955 -0.4513
      1  -4.5540  2.7523    -8.9931 -0.4336
      2  -4.5140  2.7671    -8.9881 -0.4022
      3  -4.4427  2.7916    -8.9788 -0.3553
      4  -4.3365  2.8238    -8.9641 -0.3007
      5  -4.1933  2.8598    -8.9429 -0.2503
      6  -4.0362  2.8898    -8.9173 -0.2151
      7  -2.8855  2.6149    -8.4103 -0.1397
      8  -2.4350  2.3720    -7.8314 -0.1198
      9  -2.0832  2.0988    -6.8367 -0.1081
     10  -1.3709  1.7381    -5.4451 -0.0790
     11  -1.1799  1.4537    -3.9896 -0.0756
     12  -0.8185  1.1799    -2.6511 -0.0609
     13  -0.6018  0.9835    -1.9091 -0.0514
     14  -0.4549  0.8439    -1.4871 -0.0442
     15  -0.4090  0.6707    -1.3947 -0.0438
     16  -0.3207  0.5677    -1.1610 -0.0394
     17  -0.2583  0.4821    -0.9972 -0.0362
     18  -0.2019  0.4568    -0.8331 -0.0326
     19  -0.1703  0.3793    -0.7638 -0.0313
     20  -0.1369  0.3473    -0.6906 -0.0294
     21  -0.1185  0.2886    -0.6402 -0.0286
     22  -0.1019  0.2473    -0.5734 -0.0278
     23  -0.0897  0.2099    -0.5293 -0.0273
     24  -0.0779  0.1827    -0.5128 -0.0267
     25  -0.0701  0.1589    -0.5004 -0.0263
     26  -0.0670  0.1429    -0.4955 -0.0262
     27  -0.0595  0.1286    -0.4807 -0.0258
     28  -0.0531  0.1165    -0.4656 -0.0255
     29  -0.0512  0.1103    -0.4606 -0.0254
     30  -0.0476  0.1033    -0.4500 -0.0252
     31  -0.0427  0.0952    -0.4332 -0.0249
     32  -0.0390  0.0888    -0.4177 -0.0247
     33  -0.0368  0.0846    -0.4067 -0.0246
     34  -0.0342  0.0799    -0.3915 -0.0245
     35  -0.0324  0.0766    -0.3794 -0.0244
     36  -0.0319  0.0754    -0.3755 -0.0243
     37  -0.0315  0.0746    -0.3726 -0.0243
     38  -0.0311  0.0738    -0.3693 -0.0243
     39  -0.0289  0.0698    -0.3501 -0.0242
     40  -0.0287  0.0693    -0.3475 -0.0242
     41  -0.0269  0.0657    -0.3270 -0.0241

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0003  0.0011     0.0000  0.0001
      1   0.0004  0.0015     0.0000  0.0001
      2   0.0007  0.0020     0.0000  0.0032
      3   0.0012  0.0026     0.0000  0.0049
      4   0.0020  0.0032     0.0000  0.0058
      5   0.0030  0.0035     0.0000  0.0063
      6   0.0041  0.0036     0.0000  0.0065
      7   0.0044  0.0036     0.0000  0.0066
      8   0.0054  0.0033     0.0000  0.0067
      9   0.0062  0.0028     0.0000  0.0068
     10   0.0065  0.0026     0.0000  0.0069
     11   0.0068  0.0022     0.0001  0.0069
     12   0.0070  0.0022     0.0001  0.0070
     13   0.0072  0.0022     0.0002  0.0083
     14   0.0074  0.0023     0.0003  0.0095
     15   0.0075  0.0022     0.0004  0.0096
     16   0.0076  0.0023     0.0004  0.0105
     17   0.0078  0.0025     0.0004  0.0112
     18   0.0079  0.0026     0.0004  0.0114
     19   0.0081  0.0028     0.0005  0.0119
     20   0.0082  0.0030     0.0005  0.0123
     21   0.0085  0.0031     0.0005  0.0126
     22   0.0087  0.0034     0.0005  0.0129
     23   0.0090  0.0035     0.0006  0.0132
     24   0.0094  0.0037     0.0006  0.0134
     25   0.0097  0.0039     0.0006  0.0136
     26   0.0098  0.0040     0.0006  0.0136
     27   0.0102  0.0041     0.0007  0.0138
     28   0.0106  0.0042     0.0007  0.0145
     29   0.0108  0.0043     0.0008  0.0149
     30   0.0111  0.0043     0.0008  0.0156
     31   0.0116  0.0044     0.0009  0.0165
     32   0.0120  0.0044     0.0010  0.0171
     33   0.0123  0.0044     0.0011  0.0175
     34   0.0127  0.0044     0.0013  0.0179
     35   0.0130  0.0043     0.0014  0.0182
     36   0.0131  0.0043     0.0015  0.0183
     37   0.0132  0.0042     0.0016  0.0184
     38   0.0134  0.0042     0.0017  0.0184
     39   0.0137  0.0042     0.0020  0.0187
     40   0.0138  0.0041     0.0021  0.0188
     41   0.0141  0.0041     0.0024  0.0190

