Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.3705  2.9500    -8.7856 -0.1256
      1  -2.7260  2.8459    -8.5656 -0.0933
      2  -2.0647  2.5787    -8.1367 -0.0744
      3  -1.5133  2.1897    -7.2961 -0.0641
      4  -2.5067  2.3828    -8.1258 -0.2754
      5  -2.0603  2.0445    -7.2923 -0.2535
      6  -1.7518  1.7088    -5.8757 -0.2402
      7  -2.7919  1.9751    -7.5075 -0.6103
      8  -2.5385  1.7028    -6.3508 -0.6281
      9  -2.3773  1.4842    -5.3914 -0.6395
     10  -3.1556  1.5386    -6.2159 -1.2319
     11  -2.6769  1.3268    -5.1380 -1.0914
     12  -2.5939  1.1604    -4.6080 -1.1228
     13  -3.0057  1.1130    -5.0012 -1.6623
     14  -2.6874  0.9811    -4.1960 -1.5071
     15  -3.0183  0.9828    -4.6113 -1.9112
     16  -2.9836  0.8676    -4.4321 -1.9445
     17  -2.7603  0.7789    -3.9399 -1.8271
     18  -2.9784  0.7539    -4.1627 -2.1312
     19  -2.8402  0.6735    -3.8732 -2.0478

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0070  0.0157     0.0000  0.0349
      1   0.0105  0.0184     0.0000  0.0446
      2   0.0143  0.0202     0.0000  0.0518
      3   0.0174  0.0210     0.0000  0.0564
      4   0.0067  0.0071     0.0000  0.0174
      5   0.0082  0.0071     0.0000  0.0187
      6   0.0092  0.0069     0.0000  0.0194
      7   0.0059  0.0040     0.0000  0.0100
      8   0.0067  0.0036     0.0000  0.0106
      9   0.0072  0.0033     0.0001  0.0110
     10   0.0066  0.0028     0.0000  0.0070
     11   0.0068  0.0028     0.0001  0.0086
     12   0.0071  0.0025     0.0001  0.0089
     13   0.0071  0.0024     0.0001  0.0083
     14   0.0072  0.0025     0.0001  0.0095
     15   0.0071  0.0025     0.0001  0.0086
     16   0.0073  0.0022     0.0003  0.0088
     17   0.0074  0.0024     0.0003  0.0097
     18   0.0074  0.0024     0.0003  0.0097
     19   0.0076  0.0025     0.0003  0.0106

