Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.2796  1.2692    -6.3103 -2.5109
      1  -3.2372  0.8253    -4.2458 -2.4021
      2  -2.8165  0.6853    -3.4995 -2.3591
      3  -3.0714  0.6140    -3.6346 -2.7458
      4  -2.9195  0.5951    -3.3555 -2.6447
      5  -2.9044  1.0396    -4.9655 -2.4133
      6  -3.0665  1.0998    -5.6980 -2.5505
      7  -2.9392  0.9148    -3.9547 -2.5298
      8  -2.8977  0.7271    -3.3215 -2.6021
      9  -2.8354  0.6093    -3.1265 -2.5952
     10  -2.8331  0.4800    -3.1234 -2.6200
     11  -2.8183  0.3626    -3.1209 -2.6304
     12  -2.7996  0.2829    -3.1166 -2.6274
     13  -2.8118  0.2216    -3.1171 -2.6485
     14  -2.8115  0.1762    -3.1168 -2.6549
     15  -2.8136  0.1455    -3.1167 -2.6625
     16  -2.8148  0.1259    -3.1166 -2.6675
     17  -2.8023  0.1252    -3.1150 -2.6490
     18  -2.7952  0.1229    -3.1141 -2.6416
     19  -2.7817  0.1274    -3.1128 -2.6304
     20  -2.8377  0.0740    -3.1169 -2.7936
     21  -2.8117  0.1066    -3.1152 -2.6658
     22  -2.8070  0.1081    -3.1148 -2.6577
     23  -2.8156  0.0987    -3.1154 -2.6751
     24  -2.7683  0.1300    -3.1114 -2.6227
     25  -2.8307  0.0806    -3.1164 -2.7344
     26  -2.8332  0.0759    -3.1165 -2.7521
     27  -2.8308  0.0791    -3.1164 -2.7350
     28  -2.8296  0.0804    -3.1163 -2.7281
     29  -2.8237  0.0880    -3.1159 -2.7000
     30  -2.8299  0.0799    -3.1163 -2.7295
     31  -2.8331  0.0750    -3.1165 -2.7519
     32  -2.8199  0.0923    -3.1157 -2.6870
     33  -2.8122  0.1002    -3.1152 -2.6676
     34  -2.8035  0.1078    -3.1145 -2.6527
     35  -2.8429  0.0570    -3.1171 -2.8568
     36  -2.8403  0.0623    -3.1169 -2.8358
     37  -2.8413  0.0604    -3.1170 -2.8531
     38  -2.8455  0.0509    -3.1172 -2.8595
     39  -2.8448  0.0526    -3.1172 -2.8587
     40  -2.8479  0.0442    -3.1173 -2.8619
     41  -2.7738  0.1260    -3.1119 -2.6258

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0594     0.0044  0.1898
      1   0.1004  0.0594     0.0043  0.1897
      2   0.1020  0.0588     0.0062  0.1899
      3   0.1010  0.0592     0.0055  0.1898
      4   0.1011  0.0588     0.0063  0.1897
      5   0.0476  0.0395     0.0001  0.1240
      6   0.0436  0.0367     0.0001  0.1127
      7   0.0498  0.0380     0.0001  0.1207
      8   0.0561  0.0382     0.0016  0.1265
      9   0.0602  0.0389     0.0048  0.1321
     10   0.0658  0.0389     0.0091  0.1373
     11   0.0684  0.0382     0.0132  0.1388
     12   0.0719  0.0381     0.0166  0.1422
     13   0.0754  0.0379     0.0204  0.1450
     14   0.0767  0.0375     0.0223  0.1458
     15   0.0779  0.0372     0.0240  0.1466
     16   0.0787  0.0369     0.0254  0.1471
     17   0.0818  0.0376     0.0277  0.1514
     18   0.0847  0.0379     0.0294  0.1547
     19   0.0870  0.0385     0.0306  0.1579
     20   0.0943  0.0394     0.0343  0.1650
     21   0.0842  0.0369     0.0299  0.1513
     22   0.0866  0.0373     0.0313  0.1542
     23   0.0884  0.0369     0.0334  0.1553
     24   0.0784  0.0336     0.0300  0.1396
     25   0.0861  0.0350     0.0333  0.1484
     26   0.0868  0.0348     0.0345  0.1487
     27   0.0892  0.0351     0.0357  0.1513
     28   0.0909  0.0351     0.0369  0.1529
     29   0.0929  0.0359     0.0374  0.1562
     30   0.0943  0.0355     0.0393  0.1569
     31   0.0950  0.0352     0.0407  0.1572
     32   0.0942  0.0358     0.0393  0.1577
     33   0.0959  0.0366     0.0396  0.1606
     34   0.0972  0.0375     0.0397  0.1632
     35   0.1053  0.0362     0.0466  0.1677
     36   0.1077  0.0367     0.0473  0.1704
     37   0.1080  0.0366     0.0481  0.1705
     38   0.1091  0.0360     0.0503  0.1709
     39   0.1111  0.0360     0.0516  0.1723
     40   0.1119  0.0355     0.0537  0.1725
     41   0.0781  0.0280     0.0361  0.1269

