Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4758  2.7820    -8.9834 -0.3706
      1  -4.3812  2.8147    -8.9711 -0.3103
      2  -4.2192  2.8622    -8.9485 -0.2423
      3  -3.9706  2.9157    -8.9095 -0.1855
      4  -3.6514  2.9515    -8.8497 -0.1444
      5  -3.3044  2.9501    -8.7682 -0.1175
      6  -2.2882  2.5615    -8.1363 -0.0854
      7  -1.8186  2.2378    -7.2946 -0.0748
      8  -3.6862  2.4267    -8.5112 -0.3458
      9  -3.4727  2.2966    -8.2180 -0.3246
     10  -3.3210  2.1786    -7.8696 -0.3165
     11  -4.4608  1.9783    -8.4329 -1.3404
     12  -3.8673  1.6233    -7.0425 -1.2028
     13  -4.4996  1.5174    -7.6056 -2.2800
     14  -4.4898  1.3816    -7.2244 -2.6448
     15  -4.0625  1.1673    -5.9424 -2.4302
     16  -4.0443  1.0655    -5.7348 -2.5588
     17  -4.3883  0.9645    -6.0131 -3.2055
     18  -4.1281  0.8385    -5.4331 -3.0504
     19  -4.2427  0.7400    -5.4660 -3.3275

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0005  0.0018     0.0000  0.0006
      1   0.0008  0.0024     0.0000  0.0038
      2   0.0014  0.0030     0.0000  0.0054
      3   0.0022  0.0037     0.0000  0.0063
      4   0.0033  0.0041     0.0000  0.0068
      5   0.0046  0.0042     0.0000  0.0075
      6   0.0054  0.0043     0.0000  0.0100
      7   0.0064  0.0040     0.0000  0.0108
      8   0.0042  0.0035     0.0000  0.0065
      9   0.0052  0.0032     0.0000  0.0066
     10   0.0060  0.0027     0.0000  0.0067
     11   0.0058  0.0028     0.0000  0.0067
     12   0.0061  0.0025     0.0000  0.0067
     13   0.0060  0.0026     0.0000  0.0067
     14   0.0065  0.0021     0.0001  0.0067
     15   0.0066  0.0021     0.0001  0.0068
     16   0.0069  0.0017     0.0002  0.0068
     17   0.0069  0.0017     0.0002  0.0068
     18   0.0070  0.0017     0.0002  0.0068
     19   0.0071  0.0016     0.0003  0.0069

